"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"5351",19,39,26,10,18,21,19,19,19,18,11,16,18,7,18
"5352",18,38,26,11,19,22,17,18,17,18,10,21,19,9,19
"5353",19,36,24,11,19,21,19,18,18,18,10,12,19,10,18
"5354",18,38,22,11,19,21,20,18,18,18,9,16,17,9,18
"5355",18,40,27,11,19,19,18,19,18,18,14,13,19,11,18
"5356",18,34,21,11,19,21,19,18,18,17,9,17,18,12,19
"5357",19,36,22,11,18,19,18,19,18,19,10,16,18,8,18
"5358",19,37,21,9,18,22,18,19,18,18,9,12,18,9,18
"5359",19,36,28,11,19,22,18,18,18,18,11,12,18,14,19
"5360",19,35,23,11,18,23,18,19,19,18,10,16,18,8,19
"5361",18,39,24,11,19,19,18,19,18,18,9,12,18,16,18
"5362",18,35,24,10,18,22,19,18,19,18,12,14,17,10,18
"5363",18,36,27,9,18,21,19,18,18,18,9,14,19,12,18
"5364",18,36,19,13,19,21,18,19,19,18,10,17,18,12,19
"5365",19,41,23,11,17,21,19,19,19,18,10,13,18,15,18
"5366",18,41,22,10,18,19,19,19,19,18,10,14,18,12,18
"5367",19,37,25,10,18,20,18,19,18,18,11,11,19,12,18
"5368",19,40,26,10,19,18,19,18,18,18,11,13,19,13,19
"5369",19,38,25,12,19,19,19,18,19,18,7,17,18,12,19
"5370",19,36,19,12,18,21,18,18,19,19,11,17,18,13,18
"5371",18,36,23,11,18,20,19,18,19,19,8,14,18,5,18
"5372",17,35,28,11,19,19,18,18,18,18,9,12,18,11,19
"5373",18,37,24,14,19,24,19,18,18,19,11,15,18,15,18
"5374",19,39,27,12,18,21,18,19,18,19,12,11,18,12,18
"5375",19,40,26,10,18,23,18,18,19,19,8,17,18,9,18
"5376",18,37,27,11,18,21,18,18,18,18,7,16,18,8,19
"5377",19,33,21,11,19,21,17,18,18,18,11,12,18,8,18
"5378",18,35,22,11,18,21,19,18,18,18,10,13,17,7,19
"5379",18,36,24,12,18,20,18,18,19,19,12,15,18,11,18
"5380",18,35,24,11,19,21,18,18,19,18,12,14,18,11,19
"5381",18,35,20,11,18,22,19,18,18,17,10,11,18,13,18
"5382",18,38,20,12,18,22,19,18,19,18,8,11,19,8,18
"5383",18,38,21,11,19,19,18,18,19,18,13,14,18,15,18
"5384",17,33,25,10,18,19,18,18,18,19,8,14,18,11,18
"5385",18,36,23,10,18,18,18,18,18,17,9,14,18,10,18
"5386",19,37,25,10,18,21,19,19,19,18,11,15,19,6,18
"5387",19,38,27,11,18,21,19,18,18,18,10,14,19,9,19
"5388",18,36,22,11,18,20,19,18,18,18,9,15,18,10,18
"5389",19,37,22,10,19,19,18,18,19,19,10,16,19,7,18
"5390",19,39,23,11,18,22,18,18,17,18,9,17,17,5,18
"5391",18,36,27,11,19,20,19,19,18,19,13,15,19,16,18
"5392",18,36,27,10,19,21,19,18,19,18,10,17,18,10,18
"5393",19,34,23,10,19,18,18,19,18,18,12,16,18,7,18
"5394",18,38,28,12,19,21,18,19,18,18,11,11,19,13,19
"5395",18,37,23,10,18,23,18,19,18,18,11,14,18,9,18
"5396",18,37,23,13,18,20,19,18,18,19,11,15,18,10,18
"5397",18,37,29,12,18,20,19,18,18,19,10,17,18,9,18
"5398",18,37,25,11,18,22,19,18,18,19,10,12,18,11,19
"5399",19,37,26,12,18,20,18,18,18,19,11,20,18,7,18
"5400",18,38,24,11,17,16,18,18,18,18,9,17,18,9,18
"5401",19,36,23,10,18,19,19,17,19,19,8,13,18,11,19
"5402",19,37,28,11,19,20,18,18,18,18,11,16,18,15,18
"5403",19,36,28,11,18,21,19,18,18,18,11,10,18,12,18
"5404",18,34,26,11,19,19,19,17,18,18,11,15,19,9,18
"5405",18,35,21,12,18,20,18,18,18,18,14,15,18,14,18
"5406",18,37,24,11,19,19,18,19,19,18,10,15,18,11,18
"5407",18,35,21,11,18,18,18,19,17,19,13,17,18,7,18
"5408",19,34,27,11,19,20,18,18,19,18,10,13,17,7,19
"5409",19,37,26,12,18,20,18,19,18,19,9,13,18,11,18
"5410",18,35,20,12,19,21,18,19,19,18,10,15,19,11,18
"5411",19,35,27,11,19,22,19,18,18,18,8,21,18,13,18
"5412",19,36,26,11,19,19,18,18,18,18,10,19,18,16,18
"5413",19,38,31,10,20,22,19,18,19,18,11,16,17,7,19
"5414",18,33,22,12,19,22,18,18,18,18,11,16,18,12,18
"5415",18,35,26,11,19,20,18,18,17,18,10,18,18,11,18
"5416",18,37,22,11,18,20,18,18,18,18,8,19,18,11,19
"5417",18,38,19,12,18,20,18,19,18,18,12,19,18,10,18
"5418",18,36,28,12,18,22,19,18,19,19,12,16,18,12,18
"5419",19,38,25,10,18,20,19,18,19,19,9,16,19,13,17
"5420",18,35,22,11,19,20,18,18,18,18,12,11,18,15,18
"5421",18,38,25,11,19,21,18,18,18,18,9,12,19,4,18
"5422",19,34,29,11,18,20,18,18,18,18,11,20,18,8,19
"5423",18,36,28,10,18,20,19,18,19,18,11,16,18,10,19
"5424",19,36,23,11,17,21,19,18,18,18,8,20,19,11,18
"5425",18,35,22,11,19,20,19,18,18,18,10,14,18,5,18
"5426",19,36,24,13,19,20,19,18,18,18,10,13,18,11,18
"5427",18,36,24,10,18,21,18,18,18,19,10,16,18,14,18
"5428",18,39,22,10,18,20,18,18,18,18,9,17,19,7,18
"5429",18,38,28,12,18,21,18,18,18,18,8,16,18,8,18
"5430",18,37,23,10,19,21,19,18,19,18,9,14,18,13,18
"5431",19,37,31,10,18,18,18,19,18,19,8,16,18,13,18
"5432",18,39,26,10,19,21,18,19,18,19,11,21,18,8,19
"5433",18,38,22,11,18,21,19,19,18,18,10,16,18,17,18
"5434",18,38,29,12,18,20,18,18,18,18,11,17,18,12,18
"5435",18,39,24,12,19,21,19,19,18,18,12,14,18,9,18
"5436",18,40,22,10,19,22,18,18,18,18,9,18,19,10,18
"5437",18,34,27,11,19,21,18,18,18,18,11,18,18,9,18
"5438",19,36,24,10,18,21,18,19,18,18,11,22,19,10,19
"5439",18,33,27,11,18,21,18,18,18,18,10,16,18,15,18
"5440",18,36,23,11,18,20,19,18,18,18,10,15,18,11,18
"5441",19,33,18,11,18,21,18,17,18,18,8,15,19,6,19
"5442",18,38,26,11,19,21,18,17,18,18,10,10,19,10,18
"5443",18,36,23,11,18,24,18,18,19,18,11,14,18,9,18
"5444",18,32,19,11,19,20,19,18,19,18,12,16,18,10,18
"5445",18,36,23,10,18,22,18,19,18,18,12,12,19,12,18
"5446",19,39,22,9,18,21,18,18,18,18,10,13,19,10,19
"5447",19,36,23,11,19,22,17,18,19,18,10,11,18,15,19
"5448",18,39,24,14,18,23,19,18,18,18,10,13,18,8,19
"5449",18,37,30,13,18,21,19,19,19,18,9,17,18,6,17
"5450",19,34,25,12,18,20,18,18,19,18,11,14,19,10,18
"5451",18,37,25,12,18,20,18,18,18,19,10,16,18,9,18
"5452",19,35,23,10,18,21,18,19,18,18,10,20,19,22,19
"5453",18,38,24,11,18,18,18,18,18,18,12,16,18,14,19
"5454",18,36,22,10,19,23,18,18,18,18,8,16,18,16,18
"5455",18,36,24,11,18,18,18,19,19,18,8,20,18,10,18
"5456",18,35,21,9,19,20,18,18,18,19,8,14,18,5,18
"5457",18,36,24,13,19,19,18,19,18,19,10,15,18,12,19
"5458",18,36,21,11,18,22,18,19,18,19,8,16,18,18,19
"5459",18,37,20,11,19,20,18,18,18,18,11,18,19,8,18
"5460",18,35,20,10,18,22,18,18,18,18,7,15,18,13,19
"5461",19,38,23,11,18,21,19,18,18,18,11,15,18,16,18
"5462",19,38,24,13,17,21,18,18,18,18,10,17,19,9,19
"5463",18,38,24,10,19,22,19,18,18,18,10,19,17,6,18
"5464",18,36,21,11,18,22,18,18,18,18,12,18,18,7,18
"5465",18,35,29,12,18,25,19,19,18,18,9,15,18,12,19
"5466",18,38,22,11,18,20,19,18,19,19,11,14,18,10,18
"5467",18,39,23,11,18,21,18,18,18,19,9,19,19,12,18
"5468",19,36,20,10,18,22,19,18,18,18,10,18,18,6,18
"5469",18,35,23,12,19,20,18,18,19,18,10,15,18,17,19
"5470",18,36,31,9,18,23,18,18,19,18,9,12,19,9,19
"5471",18,37,26,11,18,22,18,18,18,19,12,17,18,13,18
"5472",18,39,21,11,18,21,18,19,18,18,10,15,18,14,18
"5473",18,34,26,10,18,20,18,18,19,18,12,18,17,12,18
"5474",18,37,29,12,18,19,19,18,18,18,13,18,19,13,19
"5475",18,37,22,11,19,19,19,18,18,19,8,19,18,11,19
"5476",18,39,24,12,18,20,18,19,19,18,9,18,18,9,17
"5477",18,36,24,8,18,19,18,18,19,18,10,16,18,13,18
"5478",18,36,22,10,19,21,17,18,19,18,13,18,19,6,19
"5479",18,38,23,13,19,19,19,18,18,18,10,13,18,7,18
"5480",19,37,24,11,18,19,19,18,18,18,9,18,18,10,19
"5481",18,38,20,10,19,20,20,18,18,18,10,13,19,9,19
"5482",18,36,22,11,18,21,18,18,18,18,11,24,19,13,19
"5483",19,35,26,10,18,23,18,19,18,19,8,18,18,11,19
"5484",17,35,23,11,18,20,19,19,18,18,12,18,18,16,18
"5485",18,36,24,10,19,22,19,18,18,18,11,14,18,8,18
"5486",18,34,28,11,19,21,18,18,18,19,11,16,18,12,19
"5487",18,35,22,10,19,19,19,19,19,18,8,16,18,13,19
"5488",18,35,28,10,19,21,18,18,18,18,8,9,19,12,18
"5489",18,35,24,10,18,20,18,18,18,18,12,12,18,8,18
"5490",18,35,23,12,19,20,18,18,18,18,9,14,19,12,19
"5491",18,40,26,11,18,20,17,20,18,18,9,12,18,10,18
"5492",19,35,24,11,18,20,19,18,19,18,9,21,18,9,18
"5493",19,36,23,11,18,19,18,18,19,19,10,12,19,8,18
"5494",19,33,24,11,19,22,18,18,18,18,9,15,18,10,19
"5495",19,39,25,11,18,22,19,19,18,18,10,10,19,15,18
"5496",19,36,23,11,18,20,19,19,18,18,9,13,18,10,18
"5497",18,35,28,12,18,20,18,17,18,18,11,19,18,8,19
"5498",18,40,23,9,18,21,18,18,19,18,9,13,18,8,18
"5499",18,41,29,10,18,21,19,18,18,19,8,16,18,15,18
"5500",18,34,22,12,18,20,18,19,18,18,9,10,19,10,18
"5501",18,36,27,11,18,21,18,18,19,19,12,17,19,13,19
"5502",18,37,20,12,18,20,18,19,18,19,9,17,18,12,19
"5503",18,36,24,12,17,21,18,18,18,19,11,16,17,11,18
"5504",17,37,23,9,19,21,18,18,18,19,11,13,18,7,18
"5505",19,38,20,11,18,19,18,18,19,19,8,13,18,9,18
"5506",18,37,25,11,18,22,18,18,18,19,11,14,18,12,18
"5507",19,36,23,10,18,19,18,18,18,18,10,19,19,7,18
"5508",19,34,23,10,18,21,18,18,19,19,8,19,18,13,18
"5509",18,33,25,11,18,20,18,18,19,18,9,13,18,10,18
"5510",18,38,26,11,18,22,18,19,19,19,10,13,18,12,19
"5511",18,36,23,11,19,23,19,18,18,18,13,20,18,10,19
"5512",19,35,28,10,18,24,19,18,18,19,9,15,18,7,18
"5513",19,35,20,13,19,22,18,19,19,18,12,15,18,9,19
"5514",18,38,25,11,18,21,19,18,19,18,11,13,18,11,18
"5515",18,39,25,11,18,22,18,18,19,19,8,13,19,9,18
"5516",18,36,27,12,19,19,18,19,18,18,10,14,18,13,18
"5517",18,39,24,11,19,20,18,18,19,18,11,15,19,9,18
"5518",19,35,25,12,18,20,18,18,18,19,11,12,18,12,19
"5519",18,36,24,12,18,20,18,19,18,19,10,13,18,9,18
"5520",19,39,21,12,18,23,19,19,19,18,9,16,18,9,18
"5521",18,39,22,10,18,21,18,18,19,18,8,17,19,10,18
"5522",19,34,22,10,18,19,18,19,19,19,9,15,18,11,19
"5523",19,35,17,11,18,18,18,18,19,19,10,16,18,6,19
"5524",18,38,24,11,18,22,19,18,18,19,9,14,19,10,19
"5525",18,36,21,11,19,22,19,18,18,18,12,15,18,16,18
"5526",18,38,25,10,18,19,18,18,19,18,10,13,18,10,18
"5527",18,38,26,12,18,19,18,19,17,19,11,12,19,6,18
"5528",18,39,26,10,18,22,18,18,19,19,9,14,19,14,19
"5529",19,39,20,11,19,23,18,18,19,18,12,15,19,8,18
"5530",18,36,22,10,18,20,19,18,18,18,12,12,19,9,18
"5531",19,37,24,12,18,22,18,19,18,19,9,14,18,13,19
"5532",19,36,22,11,19,21,18,18,18,19,10,18,19,11,18
"5533",18,36,27,12,19,20,18,19,18,18,10,13,18,10,19
"5534",18,38,23,11,19,21,18,18,19,18,9,14,18,10,18
"5535",19,38,23,12,18,19,18,17,18,18,10,13,18,13,18
"5536",19,36,23,10,18,19,19,19,19,18,10,15,18,12,17
"5537",18,36,23,12,18,23,18,19,19,18,10,17,18,10,19
"5538",18,37,27,11,18,21,18,19,19,19,10,21,18,7,19
"5539",18,38,22,13,19,21,19,19,18,18,12,16,18,8,19
"5540",19,38,27,10,18,20,18,18,18,18,9,15,18,13,18
"5541",19,35,27,11,18,20,18,18,18,19,10,16,19,9,18
"5542",18,39,25,12,18,19,18,19,18,18,8,16,19,9,19
"5543",18,38,27,12,18,19,19,19,18,18,12,16,18,9,19
"5544",19,38,25,11,18,19,19,19,18,18,9,12,18,11,19
"5545",18,39,19,10,18,21,18,18,18,19,13,19,19,12,18
"5546",18,34,23,11,18,20,18,18,18,19,11,13,18,11,18
"5547",19,36,24,12,18,20,19,18,18,18,10,20,18,7,18
"5548",19,38,22,11,19,19,19,19,19,18,8,11,18,10,18
"5549",18,35,27,12,18,20,18,18,18,18,11,21,18,12,18
"5550",18,34,29,11,18,21,18,18,18,18,10,19,18,12,18
"5551",19,38,21,10,18,22,19,18,18,18,8,16,18,16,18
"5552",19,37,26,10,18,22,18,18,18,19,9,14,19,9,18
"5553",18,36,21,11,18,20,18,18,19,18,9,19,18,6,18
"5554",18,35,19,11,18,22,18,18,19,18,8,18,18,10,19
"5555",18,34,21,12,19,22,18,18,18,18,10,17,18,13,19
"5556",18,36,24,10,19,20,19,19,19,19,9,12,19,9,18
"5557",19,37,24,12,18,22,19,18,18,18,12,16,19,10,18
"5558",18,35,33,12,18,20,18,18,18,18,11,13,18,10,19
"5559",18,37,19,12,19,20,18,18,18,18,11,12,18,11,18
"5560",18,36,20,12,18,21,18,18,19,18,9,19,19,11,19
"5561",18,35,24,11,18,21,19,18,18,19,11,17,18,10,19
"5562",19,38,26,10,18,20,17,19,18,18,10,18,19,8,18
"5563",18,34,24,10,18,20,18,18,18,18,10,14,18,9,18
"5564",18,38,24,11,18,22,19,19,18,19,11,16,19,4,18
"5565",19,38,21,10,18,18,19,18,18,18,10,16,18,13,19
"5566",19,38,26,12,18,18,19,18,18,18,8,17,18,12,18
"5567",19,37,19,9,18,19,18,18,19,18,13,15,19,9,19
"5568",18,39,27,11,18,22,19,18,19,19,10,10,19,9,18
"5569",19,36,24,10,18,21,18,18,19,19,11,17,18,9,19
"5570",19,33,24,11,18,19,18,18,18,18,10,17,19,7,18
"5571",19,38,29,12,18,19,18,17,18,18,11,20,19,11,18
"5572",18,36,20,11,19,20,19,19,19,18,8,18,19,11,18
"5573",18,37,21,11,18,23,18,18,18,18,12,9,18,14,18
"5574",18,38,19,11,18,20,19,18,18,18,11,14,18,14,18
"5575",18,35,25,11,18,22,19,18,18,18,11,18,18,8,18
"5576",18,34,24,12,19,21,18,18,18,18,9,15,18,17,18
"5577",18,35,27,11,18,22,17,18,18,19,11,19,18,11,18
"5578",19,36,21,12,19,20,18,18,18,19,9,17,19,8,18
"5579",19,33,25,10,18,20,18,19,19,18,12,15,18,13,18
"5580",18,35,24,13,18,22,18,18,18,18,10,18,19,12,18
"5581",19,34,18,10,19,21,19,18,19,19,11,12,18,11,18
"5582",18,35,25,11,19,20,19,19,19,18,11,25,18,7,18
"5583",18,37,27,11,18,20,18,18,18,18,9,17,18,7,18
"5584",18,36,20,11,18,20,18,19,18,19,9,14,18,9,18
"5585",19,37,29,11,19,22,18,18,18,18,12,15,19,9,17
"5586",19,35,30,10,18,20,18,18,18,19,10,14,18,9,17
"5587",20,36,22,12,18,23,17,18,18,18,10,18,19,12,18
"5588",18,37,23,11,18,21,19,18,18,19,11,14,19,11,19
"5589",18,37,19,12,19,21,18,17,18,18,12,15,19,8,18
"5590",18,34,20,12,19,21,18,18,18,18,11,19,18,9,18
"5591",18,40,25,10,19,20,18,19,18,18,10,20,18,14,18
"5592",18,37,26,10,18,21,18,18,19,18,10,12,18,10,17
"5593",18,34,23,12,19,22,18,18,19,18,10,15,18,13,18
"5594",18,37,25,10,19,19,18,19,18,18,9,15,19,6,18
"5595",19,35,25,10,18,21,19,18,18,18,10,11,19,10,18
"5596",18,37,24,11,18,21,18,18,19,18,10,16,18,9,18
"5597",18,35,29,11,19,18,18,19,18,18,10,17,19,8,18
"5598",18,38,26,10,18,22,18,19,19,18,11,20,18,8,18
"5599",18,35,25,12,19,21,17,18,18,18,9,12,18,11,17
"5600",18,34,25,10,18,21,18,18,18,20,12,16,19,12,19
"5601",18,42,20,10,17,21,18,18,19,19,8,14,19,13,18
"5602",18,35,25,9,17,23,18,18,19,18,11,13,18,13,18
"5603",19,35,25,10,17,19,18,18,18,18,12,21,18,8,18
"5604",18,37,23,11,18,19,19,19,19,19,10,16,18,10,18
"5605",18,38,27,11,18,21,18,19,19,18,9,13,18,11,18
"5606",19,36,21,11,18,21,18,18,18,18,12,17,18,7,18
"5607",18,37,26,11,18,21,18,18,19,19,10,15,18,7,18
"5608",19,36,20,10,18,23,19,18,18,17,12,16,18,9,18
"5609",19,36,24,12,19,20,18,19,19,18,12,10,18,9,18
"5610",18,34,23,11,18,20,18,18,18,18,11,11,19,9,18
"5611",18,34,23,12,17,20,19,18,18,19,9,14,18,8,18
"5612",18,40,23,12,18,22,19,18,19,18,9,15,19,10,18
"5613",18,35,24,10,18,21,19,19,19,18,9,15,18,13,19
"5614",19,36,22,11,18,22,18,18,19,18,10,19,19,10,19
"5615",19,34,25,11,18,21,18,18,19,19,8,13,19,15,18
"5616",19,38,24,11,18,20,19,18,18,18,10,20,19,9,19
"5617",18,37,26,13,19,22,18,18,18,18,9,17,18,15,19
"5618",17,37,26,11,18,19,18,17,19,18,11,15,18,13,18
"5619",18,35,25,10,18,20,19,19,18,19,9,19,17,9,19
"5620",19,32,25,12,19,21,18,18,18,18,8,16,19,12,19
"5621",19,38,29,11,18,21,18,18,18,18,8,13,18,13,19
"5622",19,37,31,12,19,19,18,18,18,18,10,15,18,9,18
"5623",18,35,27,11,18,21,18,19,19,18,10,15,19,9,18
"5624",18,36,22,13,19,20,18,18,18,18,11,17,19,5,19
"5625",18,35,21,10,18,21,18,19,18,18,9,16,19,17,18
"5626",17,39,21,10,19,19,17,18,18,18,8,15,18,12,18
"5627",19,34,33,12,17,22,19,18,18,17,9,16,18,10,18
"5628",18,37,19,11,19,22,19,18,18,19,10,13,18,6,19
"5629",19,40,24,10,18,22,19,19,19,18,9,16,18,11,18
"5630",18,36,24,13,19,18,19,18,18,18,12,16,18,9,19
"5631",18,36,21,10,19,21,18,19,18,18,10,14,18,7,18
"5632",19,35,24,11,18,20,18,18,19,18,9,15,18,8,19
"5633",18,37,27,11,19,22,18,18,18,18,11,13,18,14,18
"5634",18,36,18,10,19,21,18,18,19,19,10,10,18,11,18
"5635",19,35,21,10,19,21,18,18,19,18,14,19,19,7,18
"5636",19,36,26,12,19,21,19,18,18,18,10,19,18,12,18
"5637",18,41,24,10,18,21,19,18,18,18,10,17,19,8,18
"5638",18,34,22,11,18,18,18,18,18,18,10,15,19,14,18
"5639",18,37,23,10,18,21,18,18,20,19,10,18,18,6,17
"5640",18,38,27,10,18,20,18,18,18,18,9,16,18,14,18
"5641",18,35,27,11,18,21,18,19,19,18,9,16,18,14,18
"5642",18,42,27,11,18,23,19,19,18,18,10,17,18,8,19
"5643",19,34,24,11,19,22,18,18,19,18,12,16,18,10,19
"5644",18,35,23,12,18,21,18,19,18,18,8,17,19,15,18
"5645",18,35,23,11,18,20,18,19,18,18,11,18,18,13,18
"5646",18,35,18,10,18,20,18,18,18,18,10,15,18,13,18
"5647",19,42,28,10,18,22,18,18,19,19,12,17,18,18,19
"5648",18,35,23,10,18,21,19,18,19,19,9,14,18,15,18
"5649",18,39,28,11,18,20,17,18,19,19,11,18,18,13,18
"5650",19,40,22,13,17,21,19,18,19,19,10,22,18,9,17
"5651",18,37,25,12,19,21,18,18,18,18,11,17,18,11,19
"5652",18,37,22,11,19,18,19,18,18,18,11,11,18,8,18
"5653",18,37,22,10,18,21,18,18,19,18,10,14,19,15,18
"5654",18,36,23,12,18,21,18,19,18,18,8,16,17,7,18
"5655",18,36,21,11,18,20,18,18,19,18,11,11,19,13,18
"5656",18,37,21,12,18,21,18,19,18,18,8,15,18,9,18
"5657",18,34,26,11,19,21,19,18,19,18,9,22,19,14,18
"5658",19,38,19,12,18,18,19,19,18,19,12,12,18,16,18
"5659",18,39,24,11,18,21,19,18,18,19,10,12,19,6,18
"5660",19,35,22,11,18,21,18,19,19,19,12,22,19,13,18
"5661",18,36,22,11,19,19,18,18,18,19,12,17,18,10,18
"5662",18,37,25,12,18,20,18,18,18,18,11,13,18,11,18
"5663",19,34,23,11,18,21,18,18,18,18,9,19,18,13,18
"5664",18,35,24,12,19,20,18,18,18,18,10,14,18,8,19
"5665",19,32,25,12,18,19,18,18,19,19,10,17,19,6,18
"5666",19,34,29,10,18,19,18,18,19,19,11,17,19,10,18
"5667",19,37,23,11,19,20,19,18,19,18,12,12,18,9,18
"5668",18,37,19,12,18,21,18,19,18,19,11,15,18,14,18
"5669",18,35,27,11,19,20,19,19,18,18,8,17,18,11,19
"5670",19,38,25,11,18,21,18,19,18,19,12,15,18,11,18
"5671",19,38,20,11,19,21,19,18,18,18,9,14,18,7,18
"5672",18,37,28,10,18,21,18,19,19,18,7,15,18,9,19
"5673",19,36,28,10,18,19,19,18,18,18,12,15,18,9,18
"5674",18,33,26,13,19,21,18,18,19,17,11,17,18,15,18
"5675",18,39,25,10,19,21,18,19,18,19,9,19,18,9,19
"5676",18,40,24,12,19,20,19,18,18,18,11,18,19,12,19
"5677",19,38,22,11,18,19,19,18,18,19,7,10,18,6,18
"5678",19,35,30,12,19,21,18,18,19,18,9,17,19,14,18
"5679",19,38,19,10,18,23,19,18,18,18,11,20,19,8,18
"5680",18,32,24,10,18,20,18,19,19,18,10,13,19,7,18
"5681",18,37,22,11,18,21,18,19,18,18,10,16,19,18,18
"5682",19,38,24,10,19,19,19,18,18,19,9,17,18,12,18
"5683",18,34,18,12,18,19,18,19,19,18,14,15,19,14,18
"5684",18,37,26,11,18,19,19,19,19,19,12,12,18,7,18
"5685",18,36,20,11,19,19,18,19,19,18,11,17,19,12,19
"5686",18,36,25,11,18,21,18,18,19,18,9,12,19,8,19
"5687",18,38,23,11,18,19,18,18,19,18,10,13,19,10,18
"5688",18,37,28,11,18,21,19,19,18,18,11,14,18,12,19
"5689",19,38,23,11,18,21,18,18,18,18,9,19,18,12,19
"5690",19,38,25,11,18,22,18,18,19,18,10,20,18,7,18
"5691",18,35,24,11,18,21,18,19,18,18,10,15,18,13,18
"5692",18,38,24,12,19,23,18,18,18,18,10,17,19,11,18
"5693",18,36,33,11,18,20,19,18,19,18,13,16,18,11,19
"5694",19,39,25,12,18,18,19,19,18,18,10,19,18,11,19
"5695",18,34,22,12,18,21,18,18,18,19,10,15,18,10,19
"5696",19,35,22,12,18,21,19,18,18,18,12,14,18,11,19
"5697",18,32,24,13,19,21,18,18,18,18,11,16,19,10,18
"5698",17,35,27,11,18,21,18,17,18,19,11,21,18,10,19
"5699",18,37,28,11,19,22,18,19,18,19,9,17,19,9,18
"5700",18,38,25,10,18,21,18,19,18,18,10,13,19,10,18
"5701",19,35,21,10,18,21,18,18,18,18,9,15,18,10,18
"5702",18,41,29,10,19,19,19,19,18,18,10,12,17,14,18
"5703",18,39,22,11,18,22,18,19,19,18,7,15,18,9,18
"5704",19,36,25,11,18,22,19,19,18,19,9,20,19,9,19
"5705",18,36,22,12,18,21,18,18,18,18,12,13,18,9,18
"5706",18,38,24,11,19,20,19,18,18,18,11,14,19,6,19
"5707",19,34,26,13,18,21,18,18,18,19,9,14,18,14,18
"5708",19,37,25,10,18,20,19,19,18,18,11,15,19,13,18
"5709",19,36,22,11,19,21,18,18,19,19,10,17,19,9,19
"5710",19,37,23,12,18,20,19,18,19,18,9,12,19,15,19
"5711",18,39,25,12,18,20,18,19,18,19,10,17,19,10,17
"5712",18,36,24,10,18,21,18,18,18,19,9,9,19,15,18
"5713",19,40,21,11,19,22,18,18,19,19,10,16,18,10,19
"5714",18,37,22,10,17,21,17,18,18,18,9,9,18,15,18
"5715",19,35,20,11,18,22,19,18,18,18,9,13,18,12,19
"5716",19,36,24,11,19,20,18,18,18,18,9,11,19,12,19
"5717",18,35,25,12,19,20,18,17,18,18,7,17,18,11,19
"5718",19,35,25,11,18,21,18,18,19,19,8,15,19,6,18
"5719",18,38,22,13,18,20,18,18,18,18,10,18,19,15,18
"5720",18,37,24,11,18,21,18,18,19,18,8,10,19,10,19
"5721",19,37,23,11,18,21,17,18,19,19,10,18,19,9,18
"5722",18,37,24,10,18,22,19,18,18,18,9,19,18,10,19
"5723",18,38,21,11,19,22,19,19,18,18,10,24,18,9,18
"5724",18,35,21,12,18,20,19,19,18,18,8,11,19,7,19
"5725",18,40,27,11,19,23,18,18,18,18,9,12,18,12,18
"5726",18,37,28,10,18,22,18,18,19,19,13,17,18,12,19
"5727",19,38,22,12,18,21,18,19,19,18,10,15,18,9,19
"5728",18,37,23,11,18,20,19,18,19,19,11,19,19,9,19
"5729",17,35,25,11,18,21,18,18,19,18,8,23,18,10,18
"5730",18,38,26,11,18,21,18,18,18,18,14,18,19,9,18
"5731",19,35,23,12,17,22,18,18,18,19,10,12,19,13,18
"5732",19,34,26,10,18,21,19,18,18,19,9,14,18,12,18
"5733",19,39,26,10,18,22,19,19,18,18,11,17,19,9,18
"5734",18,35,26,11,18,20,19,18,19,18,11,12,18,7,19
"5735",19,39,24,12,18,21,18,18,19,19,11,17,18,9,18
"5736",18,39,18,11,18,19,18,18,18,18,9,14,18,9,18
"5737",18,40,26,10,18,20,18,19,19,18,9,15,19,12,19
"5738",18,36,21,11,18,21,18,19,18,18,9,16,18,10,19
"5739",18,37,26,11,18,21,19,18,18,18,9,15,19,13,18
"5740",18,37,26,11,18,21,19,18,19,18,12,17,19,8,18
"5741",18,36,20,11,18,22,18,18,18,18,9,17,18,12,18
"5742",18,35,24,12,19,22,18,18,18,18,11,17,19,8,19
"5743",18,37,26,12,18,22,18,18,18,19,9,16,19,15,19
"5744",18,37,20,10,18,20,18,18,19,18,8,13,19,12,19
"5745",19,38,27,11,18,20,18,18,19,18,11,16,18,13,19
"5746",18,36,19,11,19,21,18,18,18,18,12,19,19,8,18
"5747",18,35,23,11,18,20,18,19,18,18,9,12,18,7,18
"5748",19,38,27,12,18,21,18,18,19,18,14,14,19,6,18
"5749",18,36,28,9,18,21,18,18,18,19,11,15,19,8,18
"5750",18,38,22,11,18,20,18,18,18,19,10,19,18,8,18
"5751",18,35,24,11,19,20,18,19,18,18,11,17,18,12,18
"5752",18,38,26,11,18,22,18,18,18,19,10,16,19,13,18
"5753",17,37,24,11,18,21,18,19,19,19,10,18,18,12,18
"5754",18,37,28,11,18,21,19,19,18,18,9,12,19,11,19
"5755",18,35,25,11,18,21,19,19,18,18,13,10,18,14,18
"5756",18,35,21,11,19,21,18,19,18,18,9,22,18,10,19
"5757",19,37,24,11,18,20,18,19,18,18,10,15,19,12,19
"5758",18,36,24,10,18,19,18,19,19,18,12,14,19,11,18
