"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"5289",111,41,49,48,63,44,66,60,42,68,41,35,55,52,80
"5290",111,35,49,58,59,46,52,52,50,52,63,41,58,34,79
"5291",111,46,53,60,62,44,68,59,55,52,34,31,58,69,77
"5292",107,43,52,56,51,38,69,51,63,70,46,43,50,33,74
"5293",112,36,59,52,51,37,46,51,54,65,56,32,62,34,77
"5294",108,41,60,60,62,35,52,54,50,52,43,35,57,53,72
"5295",112,41,51,53,58,49,56,56,48,47,44,36,48,41,76
"5296",111,38,64,61,63,43,52,61,63,64,49,34,51,31,71
"5297",110,47,58,66,57,39,63,59,54,55,47,34,45,46,70
"5298",116,40,49,58,59,32,60,53,53,52,40,39,58,51,76
"5299",115,40,65,62,54,49,48,49,52,48,42,36,49,34,81
"5300",113,35,57,50,56,38,52,58,54,57,43,44,49,36,74
"5301",111,41,43,60,57,40,59,66,53,54,40,32,54,42,75
"5302",119,41,55,57,55,41,64,62,56,47,50,42,48,35,74
"5303",106,40,57,57,57,26,53,52,46,58,47,42,50,53,79
"5304",113,44,45,61,47,31,59,49,62,55,42,53,64,34,78
"5305",109,42,55,55,59,50,55,58,60,61,54,39,58,41,74
"5306",111,37,60,59,59,43,60,53,56,50,43,38,58,33,73
"5307",112,35,45,57,49,49,47,57,55,56,37,34,61,29,75
"5308",109,40,63,53,62,50,47,53,55,54,54,42,59,43,75
"5309",112,51,61,51,70,29,57,51,51,63,54,36,53,38,76
"5310",111,43,61,55,59,36,62,53,46,60,49,39,68,40,75
"5311",115,39,54,50,57,36,59,66,54,57,60,47,50,50,74
"5312",110,37,51,58,51,42,57,66,60,62,45,51,67,32,74
"5313",107,41,56,65,59,35,56,52,65,57,44,41,45,59,77
"5314",106,34,63,57,58,44,53,49,53,60,54,28,55,23,75
"5315",116,46,54,45,59,38,55,53,63,54,65,30,56,35,74
"5316",118,50,55,54,46,31,61,63,51,58,54,34,49,31,78
"5317",111,36,57,48,53,42,51,48,62,53,53,33,55,28,77
"5318",106,35,54,54,56,38,61,47,52,42,42,39,63,37,78
"5319",111,34,54,60,57,28,47,57,60,56,47,45,59,52,78
"5320",117,37,60,58,58,35,68,48,56,49,51,36,51,45,75
"5321",114,37,50,65,51,34,56,55,52,50,49,42,59,42,79
"5322",110,39,50,54,55,47,67,50,61,56,66,48,59,35,76
"5323",113,47,54,53,55,36,61,48,46,51,38,45,47,36,82
"5324",117,45,55,61,51,44,51,48,51,55,41,43,53,32,83
"5325",112,45,51,52,47,36,54,49,55,53,48,34,64,54,76
"5326",110,45,53,54,64,41,60,57,61,47,48,34,57,60,76
"5327",115,38,58,56,60,31,60,61,51,52,48,27,46,39,78
"5328",110,43,64,52,60,35,49,48,59,60,49,43,51,49,78
"5329",119,43,57,52,54,37,59,56,51,56,51,41,49,52,76
"5330",112,32,50,49,59,39,45,52,60,59,39,45,56,38,72
"5331",111,40,52,53,59,39,69,65,55,63,44,45,69,36,73
"5332",119,33,54,55,55,35,51,57,50,62,57,31,54,34,73
"5333",115,37,50,50,47,38,49,49,59,51,38,36,57,42,74
"5334",109,39,46,72,47,38,67,46,62,58,55,27,59,37,73
"5335",109,37,53,63,52,41,57,50,56,46,36,34,57,39,74
"5336",109,37,56,52,57,40,56,45,55,54,33,42,45,43,76
"5337",115,41,53,54,61,36,66,50,66,51,36,38,48,42,80
"5338",108,40,49,57,61,48,56,48,68,59,48,38,56,64,74
"5339",109,40,50,51,45,46,48,67,46,63,45,43,61,33,74
"5340",111,35,53,47,49,31,62,59,59,59,39,35,57,42,81
"5341",115,35,60,53,52,56,56,50,47,53,67,45,51,26,75
"5342",111,35,59,67,63,36,62,58,56,72,64,32,59,54,79
"5343",115,37,52,57,56,34,58,66,63,64,58,39,53,40,76
"5344",117,35,36,69,51,42,59,60,55,56,47,40,59,44,77
"5345",120,40,60,60,64,49,61,43,61,58,51,35,55,32,78
"5346",118,42,49,63,47,40,54,54,57,53,54,40,60,30,74
"5347",123,36,61,65,56,42,63,48,56,56,36,36,55,39,71
"5348",113,35,55,57,52,40,57,65,63,61,34,43,47,40,79
"5349",109,44,56,57,64,41,52,66,54,48,37,34,54,55,77
"5350",111,35,53,47,54,36,58,63,54,54,40,36,55,65,74
"5351",113,43,51,53,62,42,49,53,50,58,50,43,49,39,79
"5352",121,42,47,66,53,37,72,54,51,67,40,38,59,49,76
"5353",107,36,55,53,64,44,53,56,50,51,50,31,61,37,74
"5354",115,44,56,53,54,35,53,69,64,61,43,40,61,32,81
"5355",108,46,53,51,49,47,54,62,50,62,56,36,52,40,72
"5356",110,44,47,63,51,43,70,68,51,64,39,38,60,46,80
"5357",116,50,50,56,58,46,51,58,62,51,50,39,59,54,76
"5358",110,36,51,48,62,41,53,51,63,54,42,37,59,40,76
"5359",115,55,61,53,53,37,61,57,54,57,41,37,59,45,80
"5360",115,37,54,53,58,44,57,43,54,45,49,42,53,28,74
"5361",117,50,55,57,55,41,68,51,59,62,39,41,63,38,75
"5362",111,40,68,50,65,25,60,58,56,63,45,43,51,38,76
"5363",110,38,40,60,67,46,53,60,58,75,69,34,57,40,72
"5364",117,49,54,67,57,40,55,49,55,58,50,40,63,40,79
"5365",118,37,51,51,52,40,49,66,46,58,58,39,48,44,78
"5366",111,42,51,66,58,39,55,43,53,55,50,39,40,31,80
"5367",113,31,44,55,61,50,54,58,54,66,59,43,65,48,78
"5368",114,46,56,64,53,42,55,57,57,56,45,41,60,46,78
"5369",119,41,56,57,62,35,65,56,52,68,42,34,69,39,76
"5370",102,41,61,54,57,56,64,60,55,47,54,44,55,35,72
"5371",117,52,56,61,54,41,54,56,45,54,45,48,54,48,73
"5372",116,45,62,58,59,41,56,60,53,60,47,37,62,41,77
"5373",108,41,53,53,61,41,59,50,62,53,46,43,61,41,74
"5374",114,43,61,55,58,40,64,71,58,56,42,38,56,33,79
"5375",117,34,60,56,48,44,53,61,53,56,32,41,63,44,76
"5376",106,39,56,55,58,41,52,54,51,73,48,43,64,57,76
"5377",111,45,54,51,50,31,59,51,50,70,39,35,53,30,75
"5378",107,39,58,54,54,29,62,49,52,61,45,38,63,51,75
"5379",113,44,51,49,52,39,68,62,58,64,39,36,54,51,74
"5380",108,40,56,54,52,39,56,56,50,54,45,30,58,33,78
"5381",116,39,56,64,56,39,61,56,59,50,28,46,62,50,76
"5382",116,41,59,52,46,26,51,51,54,58,49,42,65,45,78
"5383",112,36,50,53,53,44,47,68,51,64,37,38,63,45,75
"5384",115,39,53,67,54,47,52,55,52,64,42,48,50,39,75
"5385",112,38,47,45,58,42,63,75,60,53,38,36,44,49,80
"5386",108,38,50,48,58,31,49,54,54,50,43,38,54,50,76
"5387",109,39,67,62,52,44,62,60,54,62,45,36,60,37,77
"5388",112,42,54,63,64,52,46,59,61,46,38,47,59,42,80
"5389",110,45,56,55,60,28,51,56,57,52,59,43,55,41,78
"5390",112,38,52,64,54,45,56,57,58,54,45,45,51,41,78
"5391",114,34,51,57,54,33,61,55,54,54,46,35,60,51,73
"5392",113,37,52,51,62,44,55,49,61,48,47,43,69,52,78
"5393",115,41,54,50,54,43,59,65,52,57,54,37,68,45,75
"5394",107,42,50,53,54,29,52,56,58,61,51,46,56,41,78
"5395",116,38,53,68,63,38,56,53,58,58,45,39,43,42,80
"5396",111,44,58,59,52,35,55,45,61,55,49,37,62,34,78
"5397",112,36,58,53,71,41,58,57,48,54,69,46,58,39,76
"5398",110,40,49,63,60,36,57,49,59,62,53,39,57,31,75
"5399",111,47,66,55,46,40,55,53,56,54,39,37,50,34,79
"5400",108,38,57,50,65,34,51,49,50,61,36,44,48,38,76
"5401",116,40,58,65,49,32,51,60,55,49,45,40,46,27,78
"5402",112,37,43,65,54,35,64,65,54,63,48,35,58,40,79
"5403",119,37,57,52,57,53,62,63,67,54,36,37,59,52,79
"5404",112,40,52,66,56,40,55,64,52,40,56,51,60,44,75
"5405",117,33,47,54,59,37,55,65,56,64,47,31,62,44,71
"5406",114,36,52,48,49,45,58,47,55,53,51,31,69,29,74
"5407",120,40,57,66,56,33,54,55,65,55,43,38,57,44,74
"5408",115,38,42,54,63,38,68,65,53,54,52,39,49,26,76
"5409",113,38,48,56,55,36,67,55,56,55,45,47,46,35,76
"5410",107,51,53,58,73,54,59,60,55,49,56,37,54,35,75
"5411",109,37,55,62,59,45,59,53,58,52,53,56,52,49,77
"5412",112,43,52,62,56,37,52,59,53,54,53,34,62,36,71
"5413",114,34,46,55,48,39,62,56,54,54,41,44,63,38,76
"5414",106,41,52,56,48,43,58,55,51,58,44,35,48,45,77
"5415",114,36,62,62,54,45,56,52,61,64,62,43,64,49,76
"5416",107,34,53,63,65,42,58,53,55,49,53,41,57,55,73
"5417",110,38,50,54,54,32,52,56,52,56,41,39,62,34,79
"5418",113,34,55,47,56,43,57,56,55,58,56,37,52,43,72
"5419",116,42,48,52,57,46,55,48,51,54,37,37,57,60,77
"5420",111,39,57,53,61,35,60,49,58,59,51,42,51,36,74
"5421",115,46,61,53,53,34,57,62,64,51,55,33,50,43,76
"5422",123,46,44,54,56,37,53,52,55,59,63,46,54,56,73
"5423",116,42,49,62,60,39,57,62,63,43,50,54,66,39,76
"5424",121,37,50,52,49,36,53,62,46,56,50,42,55,38,76
"5425",115,41,49,56,51,45,53,50,54,60,59,33,53,43,77
"5426",103,37,50,61,55,36,58,54,57,47,46,29,51,23,78
"5427",111,40,53,46,65,46,64,63,56,54,40,35,57,38,78
"5428",120,45,44,47,59,32,60,52,62,50,47,44,59,43,81
"5429",111,41,58,52,60,37,57,57,53,53,49,44,51,50,74
"5430",112,41,52,62,51,40,59,59,54,56,52,40,62,49,75
"5431",116,41,49,51,57,31,57,56,59,54,55,42,57,40,78
"5432",112,47,52,49,52,37,57,49,52,63,56,29,57,31,77
"5433",111,50,47,48,50,37,57,66,56,53,51,36,63,41,72
"5434",109,38,47,53,63,49,59,57,65,61,42,39,55,34,77
"5435",110,35,50,57,52,36,56,58,56,60,39,42,48,47,80
"5436",110,34,64,58,43,42,53,56,67,46,33,39,50,34,75
"5437",120,48,50,61,59,38,58,57,56,59,51,38,55,39,77
"5438",108,39,47,61,58,42,58,57,60,49,50,33,58,34,75
"5439",113,45,49,52,58,39,52,58,56,53,59,47,51,40,72
"5440",115,39,63,54,50,35,49,49,51,55,44,35,66,52,74
"5441",115,34,50,52,68,37,59,51,51,48,62,33,59,54,78
"5442",116,38,49,62,64,37,57,55,53,51,45,45,52,36,73
"5443",114,44,54,51,67,48,44,62,56,65,55,33,56,54,73
"5444",112,52,59,55,62,41,60,56,54,54,45,43,48,41,76
"5445",109,36,57,58,59,29,62,57,48,60,50,42,59,39,74
"5446",112,45,54,62,62,35,61,62,55,50,52,37,63,38,76
"5447",114,43,55,53,56,41,59,52,57,58,44,45,52,58,79
"5448",108,35,43,57,46,36,48,52,55,54,46,49,63,33,74
"5449",110,37,58,48,51,44,56,55,47,60,65,50,63,49,79
"5450",113,35,52,61,60,41,56,51,51,53,47,32,52,27,77
"5451",116,53,55,60,53,40,62,61,55,42,44,36,49,41,78
"5452",113,31,56,49,57,44,67,51,50,56,49,37,60,42,74
"5453",118,35,52,49,60,31,53,52,63,53,47,36,52,49,73
"5454",116,40,54,57,55,41,54,61,59,58,56,33,49,40,81
"5455",112,29,54,55,60,47,61,55,61,50,45,34,60,42,79
"5456",110,41,47,56,74,54,59,61,55,61,43,35,47,47,78
"5457",107,44,49,49,56,45,59,61,73,61,51,36,51,47,74
"5458",117,34,46,50,48,27,51,44,58,46,49,29,59,44,77
"5459",113,39,58,53,51,37,60,61,46,53,47,48,57,39,75
"5460",115,37,52,68,58,52,59,53,56,51,50,40,61,37,77
"5461",122,31,50,61,54,38,54,54,53,53,60,40,58,51,82
"5462",114,42,54,50,58,46,61,56,67,53,49,39,56,47,75
"5463",108,43,51,59,69,36,72,51,57,50,73,34,52,44,80
"5464",107,40,49,57,62,40,60,53,61,69,37,37,56,54,79
"5465",119,42,53,52,46,44,61,69,66,55,61,41,67,37,75
"5466",115,40,55,60,59,22,55,54,57,52,42,37,62,42,79
"5467",110,41,49,48,47,46,48,54,59,50,54,40,56,40,75
"5468",111,42,40,53,48,36,47,50,62,51,42,45,51,35,74
"5469",111,38,46,59,62,41,57,49,63,58,54,35,62,56,74
"5470",115,43,45,58,62,28,60,54,53,60,41,43,59,28,73
"5471",112,40,56,57,56,36,52,48,61,58,62,33,52,52,77
"5472",118,33,51,73,54,32,62,60,63,64,50,37,50,42,75
"5473",112,39,53,53,60,38,62,66,52,60,57,33,56,39,73
"5474",103,41,59,44,54,45,50,55,69,59,48,35,50,43,77
"5475",113,38,61,49,52,55,58,54,59,60,47,36,59,53,79
"5476",111,42,48,56,51,58,51,62,56,48,38,47,57,31,73
"5477",111,38,60,60,54,46,52,58,56,45,44,39,54,47,83
"5478",108,51,50,50,54,41,49,60,55,65,51,45,52,54,80
"5479",118,47,46,59,56,35,54,54,50,56,58,34,62,30,77
"5480",112,39,46,52,57,46,45,55,56,61,59,40,56,26,82
"5481",109,57,67,55,54,32,66,58,49,51,49,36,70,35,74
"5482",109,42,43,52,52,38,53,44,47,49,43,37,64,28,78
"5483",113,47,43,57,54,41,62,54,47,63,60,43,52,47,76
"5484",112,37,62,50,41,31,55,53,51,50,56,41,54,45,76
"5485",107,40,43,62,49,40,56,59,53,67,55,40,46,38,70
"5486",116,35,49,56,52,33,68,47,62,52,46,32,59,31,81
"5487",116,34,52,50,55,33,50,47,47,66,40,45,55,45,75
"5488",110,40,50,58,60,33,60,57,57,55,57,34,64,45,78
"5489",109,48,49,55,54,43,62,54,50,64,48,37,64,36,75
"5490",110,36,52,56,59,43,52,49,58,62,59,38,53,34,79
"5491",113,30,52,77,51,30,63,65,67,57,39,36,53,38,77
"5492",111,41,50,59,54,41,63,63,61,57,44,35,49,47,73
"5493",114,35,54,47,53,34,63,67,57,52,52,45,62,34,80
"5494",111,37,52,48,58,38,64,49,49,64,40,49,56,33,74
"5495",112,48,54,60,58,34,58,56,46,60,51,43,53,45,75
"5496",115,46,57,54,49,32,48,58,55,57,51,42,54,43,78
"5497",110,47,53,47,53,30,53,60,66,49,60,31,60,31,76
"5498",114,42,56,50,61,61,49,65,65,48,48,37,57,45,78
"5499",112,36,54,49,60,46,66,52,51,61,41,48,55,42,73
"5500",108,56,62,52,54,53,49,62,61,70,32,42,60,34,79
"5501",112,40,59,54,51,39,54,52,54,55,37,40,52,35,76
"5502",115,39,46,53,51,34,47,52,53,55,31,36,55,43,78
"5503",118,38,46,50,47,41,57,55,45,61,66,41,48,32,74
"5504",113,38,60,55,62,44,57,54,64,52,63,35,55,20,75
"5505",115,43,51,49,57,31,49,56,60,58,61,39,49,49,73
"5506",113,41,51,49,49,47,53,56,53,52,42,32,60,47,78
"5507",111,38,50,48,52,41,49,62,48,62,41,45,56,43,78
"5508",121,40,61,64,51,40,58,51,52,56,55,32,63,38,76
"5509",110,52,58,48,54,43,60,62,72,52,41,45,51,36,73
"5510",107,45,48,45,54,42,53,61,59,63,38,42,52,37,80
"5511",116,31,53,56,56,42,46,53,53,53,50,30,53,34,75
"5512",114,39,44,50,62,41,44,52,63,59,57,34,60,50,80
"5513",108,38,56,58,51,33,62,46,62,58,55,39,67,36,77
"5514",107,28,52,65,53,35,61,59,50,58,62,37,53,38,80
"5515",114,46,57,65,64,24,59,58,59,54,44,38,52,26,76
"5516",112,36,46,61,57,37,64,62,54,53,31,33,56,32,78
"5517",109,50,55,58,56,29,57,55,55,58,49,37,67,35,78
"5518",107,38,46,53,68,40,52,42,57,58,32,39,55,42,72
"5519",106,42,48,54,65,50,52,69,66,64,51,33,62,31,78
"5520",108,49,51,53,65,34,49,57,45,59,52,39,52,44,77
"5521",112,36,57,63,52,38,60,69,49,59,45,42,68,50,78
"5522",118,44,42,57,57,51,58,57,52,46,64,44,56,48,83
"5523",105,36,58,57,61,34,50,61,58,44,48,31,55,28,74
"5524",114,37,45,53,53,34,59,60,57,54,52,29,59,38,73
"5525",122,38,49,54,62,41,64,51,52,52,44,49,50,40,80
"5526",110,38,61,57,52,29,57,54,55,55,50,36,54,52,77
"5527",117,43,54,62,57,28,44,61,52,37,43,40,52,39,78
"5528",124,40,48,63,62,34,58,72,60,48,57,44,58,52,80
"5529",109,40,42,57,58,37,55,52,56,57,38,54,49,40,76
"5530",114,36,63,58,55,39,55,58,45,51,51,35,56,30,71
"5531",119,46,46,55,50,52,55,53,66,51,43,38,56,49,72
"5532",109,38,56,57,60,40,65,53,54,57,48,37,63,28,75
"5533",115,44,53,61,52,43,55,62,56,61,32,24,61,38,77
"5534",122,33,45,56,58,44,64,56,49,57,60,35,50,39,75
"5535",120,35,50,67,61,44,62,56,60,51,49,40,58,50,77
"5536",113,41,58,56,45,39,56,51,56,67,42,41,50,49,82
"5537",122,40,54,55,60,38,48,56,50,63,38,39,57,51,80
"5538",111,42,59,53,58,42,54,55,50,58,69,40,55,23,75
"5539",115,40,47,50,59,37,55,52,54,54,50,36,59,41,78
"5540",111,39,53,56,49,42,60,56,78,39,37,37,53,26,77
"5541",119,54,49,59,49,39,47,54,50,59,47,42,58,38,78
"5542",121,42,52,62,68,41,50,55,65,50,42,37,60,34,74
"5543",111,37,43,53,56,32,57,54,48,61,61,38,53,39,76
"5544",112,40,51,47,49,46,49,56,61,53,56,40,62,44,80
"5545",112,45,62,51,57,40,62,54,62,52,52,46,61,34,80
"5546",111,34,53,53,55,42,53,51,52,48,45,36,50,42,75
"5547",118,52,53,53,54,35,66,59,60,60,53,52,57,48,74
"5548",114,36,48,49,49,35,67,49,71,56,39,38,52,50,76
"5549",110,34,60,54,51,37,57,53,49,54,50,53,49,27,74
"5550",107,42,58,58,55,35,58,60,64,56,46,47,54,47,77
"5551",115,46,55,56,60,41,50,60,53,63,56,48,51,42,74
"5552",115,35,50,59,54,30,59,45,49,61,61,39,62,43,75
"5553",113,36,49,55,46,37,48,58,60,72,41,35,55,33,75
"5554",118,40,57,53,54,37,56,64,51,64,49,42,49,41,73
"5555",114,36,53,58,58,39,57,59,56,52,39,43,62,45,77
"5556",113,43,45,55,57,34,51,46,59,53,53,41,58,34,73
"5557",111,38,59,53,55,41,49,63,63,56,53,31,53,39,81
"5558",103,36,53,50,61,44,50,60,53,57,51,37,54,55,76
"5559",116,34,43,49,50,38,59,61,55,60,44,38,47,45,73
"5560",115,34,53,67,46,35,50,51,51,53,56,40,53,39,74
"5561",111,32,52,58,53,54,49,53,55,56,57,43,61,37,76
"5562",110,33,55,54,55,47,59,49,47,56,51,37,51,53,72
"5563",117,42,51,48,61,37,55,62,64,62,63,36,53,35,76
"5564",111,45,55,60,64,40,70,60,61,61,43,31,54,46,81
"5565",111,39,52,43,63,44,55,48,54,46,55,42,57,41,72
"5566",113,41,60,73,55,36,56,53,59,51,62,45,53,33,77
"5567",114,42,50,52,59,55,56,63,58,53,52,40,57,37,74
"5568",113,50,52,62,51,34,52,52,51,57,38,41,66,38,76
"5569",117,37,54,46,58,38,65,55,56,65,38,39,49,32,75
"5570",110,52,60,54,49,39,60,61,55,60,40,33,55,44,81
"5571",105,45,48,53,62,34,60,57,55,63,51,37,59,32,76
"5572",112,32,49,48,60,33,60,51,64,55,38,47,61,28,74
"5573",109,47,46,57,55,33,55,57,49,64,50,34,56,37,71
"5574",111,38,54,57,53,38,59,57,64,58,54,36,67,41,75
"5575",109,42,50,45,59,38,61,51,53,53,45,35,62,48,78
"5576",109,31,51,63,51,37,63,50,58,70,52,48,47,49,72
"5577",110,45,56,46,65,52,60,59,48,54,47,26,61,48,79
"5578",108,34,54,54,52,35,57,50,54,64,40,44,55,56,70
"5579",104,40,47,58,51,32,57,64,66,56,48,48,61,48,77
"5580",118,43,58,55,56,42,51,61,57,58,41,35,55,41,74
"5581",120,53,58,55,53,42,49,59,53,52,53,36,59,37,80
"5582",115,39,49,48,62,41,60,57,59,58,39,38,54,53,73
"5583",107,44,46,56,48,39,62,74,58,52,42,41,54,47,74
"5584",108,33,61,66,58,38,62,54,55,55,44,32,67,33,83
"5585",118,34,55,49,54,33,54,55,58,50,50,24,52,56,73
"5586",106,37,54,57,60,47,54,57,55,57,57,39,47,38,80
"5587",111,39,44,49,50,45,52,61,64,67,66,38,55,44,81
"5588",118,26,53,55,61,42,51,56,59,51,46,38,58,47,72
"5589",115,28,55,53,45,36,53,55,56,58,44,46,64,40,75
"5590",113,38,47,49,52,43,66,50,47,57,54,35,60,48,79
"5591",115,44,53,62,67,34,60,59,60,58,43,36,51,37,76
"5592",108,44,54,57,63,45,61,60,50,57,42,32,49,42,79
"5593",104,36,59,54,56,47,57,61,63,58,59,31,52,44,78
"5594",115,37,47,54,55,35,53,57,48,46,44,33,58,40,78
"5595",114,49,54,50,57,42,64,56,53,63,59,31,46,49,74
"5596",119,46,59,41,68,35,50,46,49,46,61,43,61,40,78
"5597",110,31,62,60,55,36,60,52,48,52,36,36,61,42,75
"5598",119,42,51,54,58,46,62,57,58,62,41,36,59,37,80
"5599",118,35,52,54,52,46,60,56,56,68,59,42,51,50,76
"5600",108,36,54,54,54,39,48,48,62,58,44,38,50,42,74
"5601",113,41,49,54,67,37,55,55,59,51,51,40,53,54,79
"5602",117,47,54,61,61,50,56,50,49,51,59,42,59,42,80
"5603",107,38,52,47,60,42,53,57,68,51,55,34,61,39,75
"5604",105,49,50,56,55,39,54,60,47,53,55,34,58,43,76
"5605",115,34,56,53,55,35,54,58,59,53,56,30,50,59,74
"5606",111,36,45,55,55,50,57,56,61,50,44,39,53,44,74
"5607",124,31,50,56,55,37,57,55,60,58,65,39,55,30,76
"5608",113,43,47,54,57,43,64,62,62,55,42,45,58,40,79
"5609",119,34,61,61,59,43,64,53,54,53,61,40,62,46,75
"5610",113,38,58,52,56,38,59,54,55,47,38,34,56,49,75
"5611",108,38,59,56,55,42,58,50,54,57,45,40,48,45,74
"5612",114,36,51,62,49,36,51,64,58,57,56,33,52,58,76
"5613",116,41,56,44,51,39,45,50,49,57,52,43,48,37,76
"5614",112,31,61,59,53,43,53,60,58,60,44,35,56,51,79
"5615",114,34,54,43,51,31,45,45,61,59,45,40,53,43,76
"5616",118,42,43,45,56,38,62,50,66,58,57,33,59,38,78
"5617",107,40,65,50,56,45,54,59,62,57,54,38,51,40,77
"5618",108,44,49,63,55,40,56,60,61,50,43,52,72,41,79
"5619",110,38,58,47,50,30,58,47,60,52,58,47,51,46,74
"5620",114,46,56,60,52,41,59,60,54,53,46,36,49,27,76
"5621",110,42,58,53,71,37,64,63,58,59,50,41,55,44,74
"5622",105,50,61,56,60,47,51,49,50,50,41,45,56,43,76
"5623",112,40,59,59,63,36,51,48,54,62,39,28,59,30,73
"5624",110,33,50,64,69,33,59,47,61,52,45,41,58,37,74
"5625",118,33,52,51,47,34,58,60,51,54,50,35,61,37,75
"5626",118,36,66,51,58,52,65,51,41,54,49,40,52,38,75
"5627",111,34,52,65,60,41,58,54,65,69,38,43,52,35,77
"5628",112,44,52,67,57,37,59,59,61,67,50,51,53,27,74
"5629",115,40,49,58,55,56,49,44,64,54,43,37,59,49,75
"5630",116,34,46,53,49,33,56,58,62,52,43,31,53,20,74
"5631",111,37,59,61,66,39,61,65,50,58,49,41,67,41,73
"5632",118,49,53,61,57,61,51,54,53,51,47,44,52,34,76
"5633",116,35,48,50,52,47,62,59,63,50,57,40,61,37,79
"5634",109,46,48,58,66,37,59,61,58,65,48,36,58,35,74
"5635",109,49,59,60,54,38,65,56,62,61,43,31,60,43,76
"5636",112,31,57,59,54,41,51,59,55,57,30,42,60,48,72
"5637",108,31,54,51,60,37,46,56,62,57,46,40,62,43,75
"5638",116,41,52,51,69,45,55,49,73,58,40,40,54,61,69
"5639",113,51,63,49,46,39,63,51,65,47,60,42,58,36,75
"5640",111,37,50,49,60,42,56,55,61,54,59,37,62,41,78
"5641",114,36,57,71,54,40,57,65,50,54,52,38,60,30,73
"5642",108,34,46,55,60,58,58,67,60,55,42,35,60,28,73
"5643",123,46,46,49,55,30,63,51,54,60,54,41,47,29,77
"5644",114,37,53,57,59,32,54,51,46,55,44,43,54,44,83
"5645",113,43,61,52,45,47,57,58,64,54,52,41,66,68,74
"5646",109,37,52,64,59,52,49,62,60,65,45,37,61,28,72
"5647",114,38,47,56,47,44,51,60,58,55,44,32,62,37,74
"5648",112,37,55,52,49,40,52,51,53,55,61,34,58,49,73
"5649",112,39,49,55,70,33,53,56,52,62,52,42,63,40,77
"5650",121,51,47,48,49,56,64,52,64,60,38,35,55,32,77
"5651",110,46,54,51,47,30,51,58,53,52,48,34,57,42,77
"5652",111,41,51,75,56,54,61,55,50,44,46,46,62,53,75
"5653",116,43,45,49,47,31,52,54,50,58,43,35,54,26,77
"5654",114,44,53,55,61,37,55,67,60,66,46,36,56,44,77
"5655",113,39,54,50,53,24,53,66,58,50,43,26,55,50,79
"5656",108,44,56,61,50,41,65,55,56,57,51,46,54,49,71
"5657",117,47,57,53,59,43,49,61,60,59,54,36,56,36,74
"5658",117,39,57,51,53,32,55,52,62,57,35,40,60,44,74
"5659",116,37,57,52,55,41,57,52,56,62,41,46,51,39,80
"5660",107,34,52,49,53,49,46,51,52,57,69,34,57,33,79
"5661",111,42,60,54,57,32,54,50,53,67,39,32,57,33,78
"5662",109,28,60,56,48,30,60,57,59,57,53,34,53,43,77
"5663",111,34,56,53,53,33,64,51,48,69,50,42,55,36,77
"5664",116,39,52,53,61,45,56,53,56,49,44,42,56,36,74
"5665",115,44,54,44,53,39,59,55,56,63,63,44,55,34,68
"5666",109,42,51,62,65,51,53,50,60,50,51,44,50,41,74
"5667",113,39,55,49,55,38,53,53,53,69,51,47,55,26,75
"5668",116,33,56,55,56,45,57,49,60,57,57,36,48,43,77
"5669",109,47,54,63,53,33,55,58,60,57,59,29,50,49,77
"5670",114,50,50,44,61,40,56,50,57,53,43,34,52,41,77
"5671",111,43,45,60,55,46,60,54,52,58,57,38,47,43,76
"5672",112,45,54,63,54,32,61,58,56,54,53,37,48,36,73
"5673",112,42,61,58,57,45,51,54,61,53,56,33,50,40,77
"5674",120,55,45,54,64,40,58,50,59,47,56,33,61,31,80
"5675",114,43,70,58,55,33,55,57,51,46,37,36,62,62,72
"5676",109,35,62,49,59,35,55,71,61,54,62,41,55,49,75
"5677",108,29,40,46,60,41,56,56,45,60,48,38,64,39,75
"5678",106,42,54,50,63,27,61,51,53,53,55,35,49,41,73
"5679",113,38,56,64,51,43,48,54,48,45,58,50,60,51,73
"5680",111,36,47,62,63,31,59,56,57,67,38,28,55,44,75
"5681",114,46,52,49,66,38,55,49,58,58,58,34,53,44,83
"5682",113,51,57,53,53,37,53,52,55,63,54,32,57,53,78
"5683",112,38,56,56,53,46,60,55,57,62,52,39,58,43,78
"5684",110,32,52,59,50,39,60,59,60,58,47,31,54,39,78
"5685",116,51,58,57,65,30,50,52,53,54,25,29,60,49,76
"5686",111,40,59,60,62,54,51,56,57,48,43,39,61,42,79
"5687",112,36,58,50,51,44,58,53,64,55,48,29,57,48,76
"5688",107,46,61,50,57,37,46,48,56,48,39,38,56,51,82
"5689",110,49,55,58,51,46,59,59,51,54,47,41,59,46,77
"5690",117,31,56,62,53,44,43,54,54,48,48,35,62,44,74
"5691",118,34,53,51,56,31,57,54,62,58,54,34,64,43,76
"5692",110,40,48,50,55,46,61,60,58,64,40,37,56,41,78
"5693",114,29,67,49,55,39,69,58,61,47,46,41,59,47,72
"5694",109,36,60,61,63,40,52,59,63,62,45,41,57,33,76
"5695",112,33,51,56,56,36,56,64,55,52,45,37,60,41,79
"5696",108,32,55,52,57,40,57,62,59,62,47,43,54,45,78
