"","v csk","v dc","v kxip","v kkr","v mi","v rr","v srh"
"5513",36,11,52,23,56,43,40
"5514",38,27,52,34,37,43,31
"5515",31,12,48,33,49,48,41
"5516",35,16,51,31,29,42,24
"5517",24,11,54,29,41,41,38
"5518",22,12,58,24,39,40,30
"5519",22,11,48,32,42,41,49
"5520",25,16,49,31,49,50,46
"5521",23,27,52,26,51,44,31
"5522",26,12,49,23,46,44,33
"5523",21,23,50,28,57,41,30
"5524",28,13,54,30,50,45,32
"5525",32,20,51,30,49,35,23
"5526",34,25,45,31,48,43,36
"5527",22,31,52,24,49,41,33
"5528",29,8,56,30,39,40,33
"5529",34,12,53,31,49,43,28
"5530",32,14,49,32,37,42,33
"5531",24,15,53,30,51,41,28
"5532",17,13,59,28,45,43,29
"5533",31,12,45,31,36,40,29
"5534",21,16,53,23,51,49,35
"5535",31,19,58,27,37,35,31
"5536",24,10,53,30,36,37,31
"5537",22,14,61,26,48,44,30
"5538",20,16,50,25,29,46,41
"5539",25,13,54,31,46,43,36
"5540",33,14,52,26,46,43,33
"5541",27,16,53,31,38,40,32
"5542",39,17,48,25,40,48,32
"5543",29,16,53,29,51,48,29
"5544",19,13,51,28,54,39,37
"5545",24,14,54,22,48,46,32
"5546",32,25,52,26,49,44,39
"5547",36,12,54,32,37,44,32
"5548",25,15,52,28,35,42,41
"5549",35,11,52,30,48,42,29
"5550",30,28,54,25,44,42,41
"5551",23,19,52,31,37,42,33
"5552",33,12,51,21,44,46,32
"5553",28,8,52,31,65,44,36
"5554",24,25,49,35,33,36,37
"5555",25,24,51,25,48,43,34
"5556",26,26,53,28,54,36,32
"5557",29,26,52,23,50,42,33
"5558",23,10,62,35,40,40,32
"5559",36,11,48,30,48,49,35
"5560",30,18,59,30,43,42,29
"5561",23,20,54,23,50,36,33
"5562",23,12,50,26,56,45,37
"5563",26,18,49,23,46,42,38
"5564",42,24,55,30,45,46,29
"5565",31,33,55,28,49,43,40
"5566",21,12,50,22,45,41,34
"5567",22,15,49,32,44,41,28
"5568",29,13,53,32,34,36,39
"5569",28,13,57,32,32,42,36
"5570",31,21,55,26,40,38,35
"5571",20,22,52,28,36,39,34
"5572",35,19,54,31,34,40,30
"5573",25,21,48,30,64,37,37
"5574",29,16,52,30,50,40,39
"5575",33,23,56,33,41,43,42
"5576",22,13,53,27,51,42,34
"5577",26,8,54,24,42,36,40
"5578",24,32,56,31,46,44,31
"5579",29,18,52,28,43,43,37
"5580",27,21,48,27,48,37,30
"5581",21,17,55,24,50,41,43
"5582",21,20,53,32,36,42,33
"5583",30,20,55,30,41,42,37
"5584",34,25,50,29,43,43,37
"5585",31,10,54,28,42,40,25
"5586",21,42,49,24,44,42,35
"5587",28,12,46,27,51,36,47
"5588",33,19,55,29,44,47,38
"5589",26,18,51,27,43,42,29
"5590",23,18,50,27,44,38,30
"5591",27,20,53,30,45,48,29
"5592",25,32,49,28,58,50,34
"5593",38,6,57,32,52,40,23
"5594",34,21,47,34,44,42,28
"5595",23,20,48,28,40,40,31
"5596",32,15,47,24,49,43,37
"5597",28,16,50,28,46,47,32
"5598",32,21,50,27,30,40,38
"5599",31,10,54,31,48,39,28
"5600",26,25,54,32,36,41,37
"5601",32,18,55,31,43,41,29
"5602",35,19,61,33,42,42,36
"5603",21,10,50,33,59,38,32
"5604",13,11,55,31,39,50,36
"5605",30,18,54,27,48,46,32
"5606",27,10,53,29,33,44,36
"5607",37,23,51,24,45,43,33
"5608",28,15,65,23,45,44,38
"5609",22,26,55,28,47,38,31
"5610",24,12,52,30,62,40,37
"5611",24,42,50,28,44,43,24
"5612",37,22,51,36,47,43,36
"5613",30,9,49,31,48,43,25
"5614",28,25,52,34,38,38,32
"5615",34,17,52,31,38,40,35
"5616",30,24,55,24,60,41,40
"5617",23,24,54,29,41,42,39
"5618",30,14,54,21,33,51,30
"5619",31,19,55,30,38,42,31
"5620",23,17,50,26,42,41,39
"5621",32,23,58,31,45,39,31
"5622",21,16,50,26,41,46,34
"5623",28,9,49,28,44,39,38
"5624",17,22,56,34,51,46,33
"5625",23,23,55,29,37,45,37
"5626",25,12,64,26,41,50,33
"5627",21,16,51,24,51,43,29
"5628",27,22,58,31,52,48,27
"5629",25,11,55,25,48,40,35
"5630",18,34,58,29,38,41,35
"5631",32,6,52,29,42,36,38
"5632",33,24,55,27,56,40,35
"5633",22,8,49,22,48,42,36
"5634",40,17,54,24,42,35,36
"5635",20,11,52,27,43,40,39
"5636",30,25,54,29,40,45,32
"5637",35,20,57,30,52,40,36
"5638",23,15,53,32,57,46,34
"5639",34,17,53,26,37,44,33
"5640",31,20,53,31,46,35,34
"5641",27,23,51,28,49,41,30
"5642",43,18,59,32,49,43,36
"5643",20,19,53,30,46,39,30
"5644",19,9,51,24,42,45,28
"5645",29,13,52,27,44,41,38
"5646",27,18,56,32,41,37,33
"5647",24,15,51,27,42,42,40
"5648",25,13,53,32,37,45,31
"5649",38,10,50,30,43,43,40
"5650",25,31,52,32,42,40,32
"5651",35,22,49,27,45,41,31
"5652",28,21,55,24,41,46,40
"5653",24,9,56,23,47,41,34
"5654",26,17,52,32,39,42,25
"5655",31,7,50,29,58,36,41
"5656",43,14,54,26,39,37,39
"5657",24,11,61,29,56,41,38
"5658",19,14,51,26,51,45,33
"5659",28,21,59,34,43,44,32
"5660",33,8,44,29,39,39,35
"5661",29,14,51,29,45,45,26
"5662",30,32,46,29,48,40,42
"5663",33,14,50,30,40,41,34
"5664",26,15,49,26,47,34,37
"5665",28,7,45,31,55,44,38
"5666",39,9,51,27,42,38,35
"5667",23,33,62,27,40,46,33
"5668",33,19,56,32,40,37,39
"5669",27,9,59,27,38,43,29
"5670",30,15,42,24,42,41,33
"5671",28,20,50,30,34,41,40
"5672",27,16,53,34,46,48,37
"5673",31,23,57,24,49,46,34
"5674",22,24,50,24,49,43,28
"5675",36,8,55,21,36,40,37
"5676",35,17,50,30,36,44,32
"5677",37,11,51,35,44,41,39
"5678",32,23,56,28,38,44,29
"5679",37,16,54,29,36,41,29
"5680",24,8,50,23,51,45,31
"5681",24,13,48,30,40,39,40
"5682",32,22,55,24,69,45,36
"5683",36,14,49,32,48,44,26
"5684",31,22,46,30,49,44,27
"5685",25,15,60,33,46,45,29
"5686",31,18,54,24,44,34,37
"5687",23,19,53,27,46,42,28
"5688",33,13,53,28,37,45,31
"5689",30,31,53,31,43,37,25
"5690",22,19,55,28,43,35,35
"5691",41,19,54,32,54,40,28
"5692",30,14,56,29,48,38,29
"5693",24,13,51,23,48,45,29
"5694",32,13,49,26,40,41,40
"5695",26,20,56,28,47,47,30
"5696",35,18,50,35,41,46,27
"5697",31,24,54,29,32,45,36
"5698",20,12,46,30,39,35,33
"5699",32,11,57,26,49,43,41
"5700",23,13,54,28,46,38,32
"5701",30,13,67,30,39,40,36
"5702",31,13,53,26,43,44,31
"5703",33,34,50,27,50,46,36
"5704",25,6,52,27,49,50,30
"5705",30,9,50,30,52,40,32
"5706",21,28,56,25,46,42,34
"5707",30,13,55,28,49,35,35
"5708",38,14,60,31,43,44,34
"5709",41,10,57,29,47,51,32
"5710",20,13,54,27,41,45,41
"5711",19,30,54,25,40,45,30
"5712",32,40,45,28,58,46,38
"5713",29,16,51,24,37,41,46
"5714",32,33,58,30,57,39,36
"5715",23,17,52,31,37,39,36
"5716",21,12,53,29,42,40,34
"5717",37,21,58,26,54,41,35
"5718",26,11,50,32,42,38,29
"5719",22,15,50,29,42,37,27
"5720",28,18,51,27,42,42,27
"5721",23,12,59,34,47,42,33
"5722",24,18,52,35,46,44,38
"5723",26,20,48,31,50,41,37
"5724",24,9,50,28,40,42,36
"5725",31,15,47,23,43,44,42
"5726",30,22,49,27,42,45,29
"5727",35,24,55,28,47,43,33
"5728",31,17,52,26,37,41,29
"5729",20,8,56,29,38,44,32
"5730",37,13,52,27,57,39,30
"5731",19,19,53,30,52,46,30
"5732",42,18,57,27,51,41,30
"5733",27,16,50,27,58,40,29
"5734",26,21,57,30,49,32,34
"5735",27,18,51,29,39,44,40
"5736",38,22,53,25,46,37,41
"5737",32,16,49,24,47,46,31
"5738",36,11,52,29,45,46,44
"5739",31,24,58,36,38,40,35
"5740",30,11,55,22,38,41,33
"5741",24,25,51,38,38,44,36
"5742",33,19,54,33,52,43,46
"5743",37,21,58,31,52,44,37
"5744",41,24,51,24,53,42,30
"5745",22,24,50,26,45,39,39
"5746",25,18,49,27,44,43,38
"5747",31,13,53,32,40,37,32
"5748",35,12,49,29,51,38,32
"5749",34,19,52,27,30,36,29
"5750",29,28,52,23,45,36,33
"5751",34,20,56,29,44,43,28
"5752",32,22,52,29,36,42,32
"5753",29,21,54,26,47,45,24
"5754",33,9,52,27,61,48,33
"5755",33,12,60,27,44,46,36
"5756",33,21,44,31,46,41,38
"5757",25,12,50,31,60,38,29
"5758",17,21,54,32,46,40,30
"5759",38,13,54,30,37,42,31
"5760",25,5,56,27,62,37,41
"5761",25,17,58,28,44,44,40
"5762",31,14,58,34,39,42,36
"5763",32,6,45,27,42,46,30
"5764",24,9,63,28,36,37,34
"5765",31,17,50,25,46,38,33
"5766",28,18,47,25,33,48,30
"5767",28,26,52,27,37,39,32
"5768",27,14,51,32,39,41,33
"5769",27,14,44,22,40,46,36
"5770",32,24,42,26,45,41,34
"5771",21,11,66,28,46,44,31
"5772",27,18,50,32,51,44,37
"5773",34,13,53,31,34,42,31
"5774",25,11,48,27,46,40,28
"5775",31,15,53,33,42,42,32
"5776",27,13,53,27,49,42,29
"5777",31,7,53,30,43,41,30
"5778",36,17,56,26,45,36,29
"5779",22,12,54,33,45,42,34
"5780",29,8,50,28,45,39,42
"5781",16,17,50,25,41,46,40
"5782",29,12,51,36,40,46,32
"5783",35,25,58,30,56,37,29
"5784",34,16,55,30,36,43,30
"5785",24,12,54,31,45,36,38
"5786",31,9,49,25,43,42,37
"5787",21,19,49,29,39,48,36
"5788",24,11,52,32,41,36,39
"5789",23,11,50,25,33,38,34
"5790",38,27,51,23,54,39,36
"5791",19,20,53,34,41,47,32
"5792",24,8,52,24,44,42,37
"5793",22,16,59,32,43,40,36
"5794",27,21,47,28,33,36,33
"5795",22,15,55,30,47,37,38
"5796",23,22,57,29,37,36,39
"5797",24,8,49,33,54,40,29
"5798",33,13,52,29,47,40,39
"5799",23,6,58,29,50,44,39
"5800",30,8,58,26,57,43,29
"5801",28,24,55,24,38,45,47
"5802",24,7,48,31,48,50,36
"5803",36,32,50,28,41,51,30
"5804",22,30,60,24,41,37,29
"5805",35,18,55,32,40,40,34
"5806",28,23,52,29,34,39,31
"5807",28,15,47,31,37,44,40
"5808",29,12,51,24,32,41,34
"5809",23,16,50,35,38,40,40
"5810",24,21,57,30,35,41,37
"5811",34,11,52,30,47,46,35
"5812",27,19,52,30,41,44,33
"5813",22,10,51,30,34,50,28
"5814",33,14,54,29,35,47,33
"5815",33,19,55,27,44,46,35
"5816",32,21,58,30,59,45,30
"5817",24,6,48,26,41,40,34
"5818",26,22,44,33,38,43,38
"5819",25,20,60,26,45,49,36
"5820",25,21,47,27,23,41,34
"5821",27,8,46,26,33,50,37
"5822",29,12,51,29,47,37,35
"5823",30,15,52,23,41,40,30
"5824",17,19,54,26,39,38,34
"5825",30,13,56,24,45,38,36
"5826",26,20,51,25,55,39,33
"5827",27,22,53,35,32,45,38
"5828",34,11,52,25,54,41,34
"5829",28,17,52,26,48,38,31
"5830",31,22,53,24,40,43,27
"5831",24,5,53,32,41,48,32
"5832",26,26,56,26,51,41,34
"5833",26,19,51,24,38,36,26
"5834",26,16,55,29,46,38,31
"5835",31,23,53,26,40,45,26
"5836",25,16,58,33,39,48,38
"5837",28,24,48,26,46,44,38
"5838",24,7,50,27,45,40,34
"5839",38,21,61,25,44,43,30
"5840",33,11,51,29,35,41,32
"5841",30,8,49,26,33,36,39
"5842",21,22,49,26,39,40,36
"5843",23,29,58,23,38,38,36
"5844",23,21,48,25,40,37,35
"5845",36,12,54,27,63,41,35
"5846",31,29,57,25,45,37,35
"5847",29,26,53,25,47,43,36
"5848",33,20,43,30,42,39,34
"5849",24,18,51,33,39,41,32
"5850",31,23,46,25,46,41,27
"5851",26,12,58,28,50,40,25
"5852",30,19,50,29,45,45,34
"5853",33,13,54,30,43,40,32
"5854",38,18,54,25,39,40,32
"5855",27,31,52,24,48,51,35
"5856",21,17,60,25,37,43,30
"5857",40,22,48,25,43,48,30
"5858",23,26,59,31,40,39,27
"5859",17,11,59,32,47,47,29
"5860",19,13,54,25,50,40,36
"5861",24,10,56,32,39,42,34
"5862",33,17,55,23,46,44,32
"5863",21,14,49,28,37,43,40
"5864",30,16,51,33,50,45,31
"5865",27,15,53,26,30,48,46
"5866",20,20,55,33,38,40,40
"5867",24,15,53,31,53,40,34
"5868",22,15,50,28,53,45,28
"5869",35,6,58,32,42,41,38
"5870",31,15,54,25,32,41,27
"5871",26,17,55,34,40,43,34
"5872",25,15,49,30,47,36,27
"5873",25,13,55,25,44,51,31
"5874",29,16,48,31,46,40,44
"5875",28,21,52,28,38,40,45
"5876",19,9,49,21,46,44,34
"5877",36,34,49,28,48,39,27
"5878",28,8,60,34,35,39,35
"5879",33,11,50,22,39,37,29
"5880",37,18,53,29,32,39,36
"5881",24,18,49,31,56,45,33
"5882",35,16,55,32,49,41,36
"5883",17,11,57,27,42,45,35
"5884",29,12,59,29,46,41,44
"5885",30,11,58,26,44,43,27
"5886",25,11,55,26,35,45,31
"5887",33,20,45,33,41,45,40
"5888",27,30,59,29,46,44,38
"5889",19,24,55,33,42,38,30
"5890",28,20,56,30,63,43,30
"5891",24,16,53,30,40,42,26
"5892",24,39,59,28,36,50,34
"5893",38,15,49,26,52,50,41
"5894",34,23,49,28,39,41,34
"5895",16,17,54,26,28,39,29
"5896",32,15,50,22,41,46,29
"5897",37,10,54,25,42,38,25
"5898",19,17,50,28,49,37,38
"5899",32,8,57,25,43,41,35
"5900",29,14,59,35,32,40,31
"5901",33,23,53,26,46,44,32
"5902",29,10,50,31,46,40,42
"5903",28,29,45,32,31,40,35
"5904",17,30,57,26,43,44,31
"5905",40,15,56,30,42,38,39
"5906",37,17,48,24,37,46,40
"5907",31,16,49,28,34,41,36
"5908",31,12,49,24,40,45,35
"5909",24,12,53,25,49,46,34
"5910",33,30,55,30,38,41,40
"5911",38,19,57,28,44,40,29
"5912",24,17,55,25,45,41,36
"5913",25,24,54,23,42,38,41
"5914",30,20,52,26,46,38,27
"5915",21,18,54,25,37,42,42
"5916",36,11,48,30,46,41,42
"5917",24,16,54,27,44,39,29
"5918",31,6,45,25,49,44,34
"5919",29,18,53,31,44,37,35
"5920",35,14,54,29,46,47,34
"5921",22,14,46,32,48,47,31
"5922",36,20,56,23,38,52,37
"5923",25,11,49,33,37,42,33
"5924",29,22,51,32,41,41,40
"5925",32,29,57,26,42,43,36
"5926",33,17,52,31,53,43,39
"5927",30,17,50,33,49,36,41
"5928",25,13,46,23,42,38,35
"5929",29,15,48,26,47,41,42
"5930",40,22,47,26,34,45,43
"5931",30,43,54,30,57,43,34
"5932",38,20,49,23,57,32,36
"5933",24,11,54,24,38,44,37
"5934",38,9,54,29,36,38,41
"5935",23,30,58,27,43,42,33
"5936",24,31,50,35,37,45,32
"5937",39,10,48,30,47,37,34
"5938",27,18,55,29,44,42,32
"5939",35,22,43,24,53,40,32
"5940",21,10,53,27,48,42,36
"5941",39,19,52,32,51,43,37
"5942",34,14,53,25,42,46,29
"5943",29,22,45,31,57,42,39
"5944",34,14,51,24,44,44,39
"5945",20,10,59,25,61,39,33
"5946",36,25,51,30,46,48,31
"5947",18,16,49,27,50,42,29
"5948",18,10,52,32,52,49,30
"5949",27,27,51,28,43,46,39
"5950",30,16,53,41,54,40,40
"5951",24,18,54,27,36,43,41
"5952",29,31,58,35,47,46,28
"5953",20,12,53,30,54,42,33
"5954",25,12,57,28,54,42,23
"5955",24,12,53,29,43,40,32
"5956",39,22,54,31,49,40,34
"5957",32,9,48,25,43,40,26
"5958",25,15,54,32,48,43,33
"5959",25,7,48,26,41,43,36
"5960",26,26,44,25,41,47,36
"5961",28,13,54,26,47,50,24
"5962",36,18,57,25,32,41,32
"5963",21,14,57,29,39,36,37
"5964",25,17,56,24,47,41,27
"5965",43,16,58,24,44,41,51
"5966",22,16,49,24,38,44,39
"5967",29,28,59,27,40,38,40
"5968",24,18,57,22,34,45,29
"5969",22,16,50,30,58,39,33
"5970",23,24,49,28,48,46,34
"5971",22,21,51,27,41,42,22
"5972",24,16,51,24,33,43,38
"5973",27,5,51,27,38,36,27
"5974",21,12,53,29,37,50,35
"5975",19,11,52,25,44,37,31
"5976",27,12,60,23,43,48,42
"5977",30,15,56,28,39,34,25
"5978",30,15,55,27,44,41,37
"5979",29,26,54,27,55,42,27
"5980",27,46,60,33,49,37,34
"5981",29,24,59,33,40,48,32
"5982",30,25,53,31,40,42,41
"5983",16,23,54,30,48,45,41
"5984",30,39,47,29,43,47,42
"5985",26,16,49,31,51,47,47
"5986",33,18,59,25,41,43,33
"5987",24,19,55,33,37,39,29
"5988",20,11,53,27,45,40,32
"5989",28,22,55,29,37,42,30
"5990",24,23,59,31,34,42,36
"5991",30,12,56,36,46,41,42
"5992",33,8,55,30,44,44,30
"5993",21,24,46,25,46,32,36
"5994",23,20,54,31,41,35,35
"5995",26,14,52,25,45,47,37
"5996",25,16,56,30,46,34,29
"5997",28,11,55,25,37,47,36
"5998",25,14,54,29,43,38,38
"5999",45,9,57,23,40,40,29
"6000",27,13,54,33,48,47,29
"6001",28,27,50,29,47,32,39
"6002",27,33,52,32,63,41,39
"6003",34,10,54,33,34,54,24
"6004",28,27,55,24,43,46,34
"6005",37,14,56,25,35,38,26
"6006",29,16,58,31,56,44,33
"6007",23,15,51,22,42,43,33
"6008",32,13,56,38,33,37,36
"6009",19,15,52,26,35,48,48
"6010",30,18,50,32,40,45,34
"6011",41,14,55,28,44,42,36
"6012",39,19,46,30,58,38,42
"6013",33,14,50,31,34,36,28
"6014",22,18,49,27,36,43,32
"6015",28,16,55,29,42,39,28
"6016",29,10,51,31,43,44,28
"6017",36,14,56,26,49,40,45
"6018",24,21,47,25,43,41,35
"6019",29,13,55,32,47,42,29
"6020",29,36,46,29,41,39,27
"6021",40,24,52,32,46,45,31
"6022",18,11,49,24,36,41,35
"6023",29,14,51,30,42,45,43
"6024",26,9,55,21,62,41,33
"6025",23,12,53,34,42,42,37
"6026",25,9,56,28,45,42,27
"6027",28,21,60,29,34,41,33
"6028",27,18,58,25,39,41,45
"6029",25,25,54,31,35,46,27
"6030",25,19,49,30,37,47,38
"6031",24,20,49,23,39,41,37
"6032",34,16,45,29,54,34,33
"6033",28,17,54,24,40,40,37
"6034",35,13,52,31,48,49,26
"6035",30,14,50,29,37,43,33
"6036",34,14,54,31,48,42,35
"6037",25,14,58,27,51,41,38
"6038",31,8,56,32,44,42,37
"6039",28,20,46,29,50,45,29
"6040",24,27,53,29,45,40,33
"6041",32,11,50,29,53,45,27
"6042",26,27,48,27,42,41,30
"6043",34,20,58,25,60,42,31
"6044",25,7,56,26,52,41,27
"6045",27,12,54,26,45,44,35
"6046",28,10,49,25,42,42,34
"6047",35,13,55,34,35,38,27
"6048",25,16,49,26,38,46,28
"6049",30,21,57,29,43,42,34
"6050",29,25,53,28,54,37,32
"6051",20,17,56,28,37,41,41
"6052",33,20,50,26,53,43,30
"6053",23,10,51,30,47,33,32
"6054",27,24,61,28,45,37,31
"6055",26,11,52,30,37,46,33
"6056",26,13,58,26,58,47,36
"6057",42,15,52,29,45,41,35
"6058",22,13,54,30,35,40,40
"6059",29,12,51,26,36,43,34
"6060",39,19,49,29,43,40,27
"6061",21,11,57,28,36,49,30
"6062",26,26,53,30,46,41,29
"6063",20,16,54,30,43,40,25
"6064",25,26,56,31,53,48,33
"6065",28,11,50,28,37,36,31
"6066",37,13,48,31,60,39,31
"6067",37,9,50,29,67,39,32
"6068",26,14,49,29,39,40,33
"6069",31,12,58,34,43,44,29
"6070",44,7,56,28,45,44,37
"6071",33,9,52,25,51,46,36
"6072",24,12,53,28,40,40,35
"6073",40,24,55,22,58,48,38
"6074",27,14,54,28,48,42,31
"6075",28,29,51,25,52,44,28
"6076",14,16,51,25,54,40,33
"6077",31,21,57,29,47,46,45
"6078",24,10,53,32,37,42,38
"6079",34,9,56,28,40,45,33
"6080",17,25,51,28,44,40,33
"6081",21,17,53,24,49,42,37
"6082",20,17,51,27,37,45,35
"6083",28,16,48,26,42,39,32
"6084",24,18,50,27,46,42,35
"6085",20,16,50,28,32,37,31
"6086",26,17,50,32,48,42,33
"6087",30,9,52,24,41,47,33
"6088",37,13,52,33,45,35,39
"6089",22,14,57,29,38,41,36
"6090",30,13,52,22,49,43,37
"6091",23,14,52,21,48,40,29
"6092",21,29,51,30,36,44,32
"6093",26,10,57,29,45,41,41
"6094",25,12,53,30,38,38,32
"6095",19,30,53,27,43,43,42
"6096",38,21,49,23,41,36,37
"6097",29,25,46,27,50,40,34
"6098",30,13,59,27,51,37,38
"6099",26,5,45,24,46,43,36
"6100",24,26,60,27,49,40,34
"6101",22,13,54,26,41,37,29
"6102",16,30,53,27,39,39,35
"6103",46,26,55,30,46,38,44
"6104",25,28,48,28,47,44,36
"6105",32,23,50,25,35,40,34
"6106",25,10,52,27,42,40,32
"6107",32,19,59,28,32,47,33
"6108",29,14,59,30,47,41,40
"6109",29,18,52,26,44,36,37
"6110",34,12,53,25,42,44,39
"6111",27,25,51,25,42,41,31
"6112",28,21,52,31,33,45,28
"6113",29,20,54,33,37,35,41
"6114",19,4,58,29,39,36,32
"6115",27,13,52,26,37,36,31
"6116",33,12,49,37,39,38,34
"6117",27,27,59,28,56,40,34
"6118",20,15,53,24,38,39,28
"6119",30,20,48,25,45,37,42
"6120",29,25,54,26,51,38,37
"6121",29,22,55,29,35,49,30
"6122",21,26,49,25,44,38,36
"6123",30,11,54,29,57,42,30
"6124",31,20,55,28,42,54,41
"6125",22,20,56,32,49,51,35
"6126",28,16,54,31,43,45,37
"6127",26,19,54,27,46,39,38
"6128",22,10,51,27,41,42,30
"6129",43,9,48,29,46,51,33
"6130",31,30,56,35,58,41,34
"6131",30,24,55,27,40,38,34
"6132",28,16,54,22,48,43,33
"6133",30,13,52,27,40,44,35
"6134",27,12,57,31,40,40,36
"6135",36,16,55,30,42,40,32
"6136",29,12,57,27,57,43,31
"6137",35,15,54,33,43,39,31
"6138",29,10,56,28,45,38,35
"6139",34,34,48,34,41,39,38
"6140",30,22,57,23,47,41,40
"6141",24,21,44,25,65,44,40
"6142",15,24,59,27,46,43,32
"6143",35,17,55,32,51,50,37
"6144",24,14,54,28,33,42,29
"6145",36,16,55,29,51,46,30
"6146",28,9,54,29,37,45,24
"6147",22,17,54,30,43,35,34
"6148",34,14,47,31,52,43,32
"6149",22,17,54,33,36,40,36
"6150",25,23,49,27,54,46,35
"6151",32,27,52,24,36,44,31
"6152",30,16,49,24,38,46,46
"6153",26,12,52,28,30,39,38
"6154",32,13,50,30,58,45,30
"6155",34,21,56,26,50,44,35
"6156",18,22,52,31,43,47,35
"6157",34,12,47,29,58,46,35
"6158",34,13,48,29,57,50,33
"6159",28,15,56,24,37,45,26
"6160",33,9,55,32,42,41,29
"6161",22,20,49,30,50,38,37
"6162",32,27,51,25,58,44,36
"6163",20,26,54,27,53,42,33
"6164",23,8,63,29,41,44,30
"6165",18,13,55,30,40,46,36
"6166",35,13,54,29,41,40,35
"6167",21,29,48,26,40,42,35
"6168",27,10,51,24,47,40,40
"6169",27,24,54,29,44,42,36
"6170",39,20,54,28,46,43,27
"6171",27,22,55,24,40,40,42
"6172",27,9,54,32,50,43,38
"6173",31,22,61,32,31,45,34
"6174",20,17,60,30,39,39,35
"6175",30,4,56,31,38,42,28
"6176",23,16,53,25,55,38,33
"6177",26,33,50,27,49,37,29
"6178",29,27,49,30,43,43,32
"6179",29,8,55,29,36,39,38
"6180",27,13,48,32,41,38,31
"6181",23,25,57,28,46,38,30
"6182",26,13,47,42,45,43,42
"6183",35,8,49,28,43,45,27
"6184",23,23,56,25,36,42,37
"6185",36,12,48,24,42,41,35
"6186",23,19,56,29,46,44,28
"6187",25,15,54,30,46,41,40
"6188",24,19,49,25,40,44,37
"6189",21,28,52,30,38,38,33
"6190",36,11,49,29,37,40,32
"6191",27,13,47,29,33,42,39
"6192",31,20,52,29,51,40,32
"6193",24,11,53,34,51,42,30
"6194",21,8,52,26,50,35,35
"6195",25,19,54,22,53,39,31
"6196",31,19,49,31,40,41,42
"6197",23,12,49,25,40,43,27
"6198",31,28,52,30,51,45,28
"6199",27,17,52,28,41,41,39
"6200",31,18,53,32,36,36,32
"6201",32,15,50,27,42,45,23
"6202",33,12,51,27,32,41,38
"6203",31,10,50,29,36,45,39
"6204",24,10,52,25,52,43,24
"6205",35,7,49,33,36,44,36
"6206",24,15,55,30,41,43,38
"6207",19,26,50,23,41,43,22
"6208",32,15,57,29,44,35,42
"6209",28,23,49,23,49,47,31
"6210",34,35,55,25,50,44,30
"6211",25,18,54,30,47,42,34
"6212",21,19,59,33,39,43,42
"6213",18,21,51,27,55,41,36
"6214",24,12,57,32,36,36,28
"6215",22,18,56,31,47,38,35
"6216",25,15,48,27,43,36,33
"6217",26,12,54,36,57,40,31
"6218",35,24,50,27,42,42,27
"6219",32,21,53,27,38,43,34
"6220",38,27,55,25,38,45,29
"6221",32,8,52,30,53,51,37
"6222",35,16,55,23,50,45,35
"6223",23,7,53,27,53,40,35
"6224",34,14,51,27,40,46,33
"6225",29,29,50,27,39,40,32
"6226",23,36,48,26,55,39,34
"6227",24,12,48,29,47,38,35
"6228",28,22,49,19,43,38,30
"6229",22,15,53,28,36,40,36
"6230",21,16,48,30,51,42,33
"6231",45,28,58,29,35,46,34
"6232",25,14,54,24,39,46,35
"6233",23,14,53,25,41,38,37
"6234",30,13,55,23,51,43,29
"6235",26,18,59,32,35,39,34
"6236",25,18,56,28,48,36,34
"6237",26,15,53,30,52,46,28
"6238",32,9,46,30,42,41,37
"6239",19,33,60,30,31,42,38
"6240",25,12,64,24,36,40,29
"6241",26,24,55,23,38,45,41
"6242",29,31,50,31,32,39,32
"6243",33,13,52,28,39,44,33
"6244",33,18,55,32,48,43,41
"6245",28,22,59,23,45,46,38
"6246",35,16,55,32,41,44,36
"6247",26,23,44,27,57,41,37
"6248",27,25,53,28,52,41,31
"6249",27,11,52,25,43,46,32
"6250",27,16,54,26,45,40,34
"6251",20,10,53,33,46,44,44
"6252",26,30,50,24,44,46,34
"6253",22,18,58,30,47,45,35
"6254",44,16,58,24,53,43,34
"6255",31,32,54,23,31,39,35
"6256",30,7,50,29,41,43,36
"6257",25,12,49,26,47,39,31
"6258",29,17,59,31,44,43,34
"6259",30,20,57,30,47,38,33
"6260",33,20,51,32,30,45,35
"6261",28,28,55,30,32,42,36
"6262",22,22,57,28,43,42,32
"6263",27,33,56,24,40,42,35
"6264",25,12,53,28,49,44,32
"6265",29,12,59,24,54,37,39
"6266",29,8,51,28,40,43,29
"6267",20,16,54,29,62,37,37
"6268",17,21,58,25,55,42,34
"6269",22,36,52,26,49,47,32
"6270",23,15,49,29,36,50,29
"6271",25,8,55,25,57,33,35
"6272",26,11,48,24,40,42,37
"6273",21,10,53,27,38,43,29
"6274",24,19,52,22,50,42,43
"6275",22,26,45,27,26,41,29
"6276",24,11,62,30,51,44,38
"6277",33,26,55,25,39,41,32
"6278",32,21,51,25,32,40,31
"6279",33,21,64,33,51,48,37
"6280",28,24,54,28,63,37,29
"6281",29,26,54,27,48,40,27
"6282",29,27,60,24,51,45,29
"6283",26,28,51,32,38,40,48
"6284",26,20,49,33,56,38,33
"6285",25,40,52,28,45,48,29
"6286",18,19,54,26,33,38,35
"6287",26,20,60,26,44,36,29
