"","v csk","v dc","v kxip","v kkr","v mi","v rr","v srh"
"4738",28,10,51,25,49,40,37
"4739",26,24,51,26,39,40,38
"4740",35,22,48,28,54,38,32
"4741",35,16,56,30,37,39,30
"4742",30,11,51,27,42,38,32
"4743",24,22,51,27,51,42,36
"4744",24,19,62,29,47,43,31
"4745",34,13,58,34,39,42,36
"4746",24,14,50,23,36,38,33
"4747",32,10,50,28,35,39,30
"4748",30,22,49,30,48,42,41
"4749",25,22,54,25,43,44,30
"4750",32,21,51,20,36,47,30
"4751",23,27,45,29,51,43,37
"4752",26,29,54,25,60,37,29
"4753",25,14,55,21,37,43,34
"4754",26,24,54,34,37,43,34
"4755",31,14,56,28,36,43,30
"4756",34,12,58,31,44,50,46
"4757",31,22,55,25,50,45,35
"4758",24,14,53,32,36,46,32
"4759",22,17,50,25,45,43,35
"4760",37,17,50,30,50,38,33
"4761",26,11,57,25,37,40,34
"4762",28,15,52,24,42,41,26
"4763",31,17,52,28,46,37,35
"4764",25,7,53,34,50,46,35
"4765",29,29,46,27,41,41,35
"4766",33,12,54,36,51,36,33
"4767",28,15,47,30,36,40,39
"4768",30,13,55,29,41,54,42
"4769",32,12,55,26,57,38,32
"4770",19,13,48,27,51,51,37
"4771",35,13,55,27,44,43,39
"4772",31,18,56,34,41,41,30
"4773",22,24,49,26,50,44,28
"4774",39,23,61,24,44,49,35
"4775",33,28,47,30,44,44,26
"4776",24,20,54,26,46,43,32
"4777",31,19,55,32,45,46,37
"4778",23,13,47,27,58,41,33
"4779",28,34,49,27,46,38,43
"4780",23,15,49,31,45,40,33
"4781",26,18,54,28,31,39,25
"4782",30,13,50,26,53,42,33
"4783",25,9,48,29,28,44,26
"4784",29,14,54,26,37,41,39
"4785",16,23,55,29,41,41,33
"4786",33,20,55,33,47,38,33
"4787",35,15,58,26,41,37,33
"4788",33,21,48,32,42,47,40
"4789",29,16,47,28,49,39,34
"4790",35,24,51,29,38,50,35
"4791",34,20,48,26,41,41,36
"4792",25,16,54,27,50,37,40
"4793",25,13,54,27,46,38,37
"4794",32,18,59,23,34,44,28
"4795",29,19,59,27,42,45,32
"4796",27,8,52,34,53,47,27
"4797",19,18,53,30,33,42,49
"4798",28,24,49,31,38,40,27
"4799",19,14,54,28,46,46,31
"4800",33,12,50,27,58,39,31
"4801",23,14,44,30,52,44,37
"4802",35,23,55,31,39,43,42
"4803",21,23,56,30,40,45,34
"4804",19,14,50,25,53,39,39
"4805",24,35,47,27,55,40,38
"4806",28,15,53,28,44,39,31
"4807",24,11,60,28,51,51,40
"4808",25,15,51,24,57,41,38
"4809",20,10,53,30,47,39,31
"4810",22,27,58,28,64,45,29
"4811",27,21,50,27,37,45,35
"4812",22,13,50,24,43,42,34
"4813",21,9,58,26,48,52,39
"4814",26,17,54,27,38,43,32
"4815",23,14,57,26,46,46,36
"4816",35,15,53,33,29,42,34
"4817",30,20,53,30,35,40,36
"4818",29,8,50,26,46,42,30
"4819",30,10,53,34,41,44,32
"4820",19,28,53,34,52,38,36
"4821",32,26,56,29,47,41,35
"4822",27,23,53,32,42,40,30
"4823",24,24,54,31,47,40,41
"4824",30,26,48,21,47,40,34
"4825",24,10,54,26,55,43,47
"4826",30,22,55,28,50,47,28
"4827",29,12,53,26,55,38,23
"4828",39,23,53,31,41,42,35
"4829",24,26,60,30,54,44,26
"4830",16,19,52,25,62,42,36
"4831",28,12,56,32,50,46,33
"4832",28,11,51,29,40,40,35
"4833",25,11,53,31,45,42,41
"4834",28,20,53,26,47,38,39
"4835",29,7,47,24,33,45,34
"4836",25,13,60,38,48,36,34
"4837",20,25,51,25,44,44,37
"4838",29,9,45,31,41,37,30
"4839",34,20,48,32,31,40,35
"4840",21,16,54,33,44,39,36
"4841",17,41,53,30,51,38,34
"4842",26,10,53,26,36,43,32
"4843",23,27,45,26,38,39,36
"4844",31,20,52,26,43,38,40
"4845",31,17,56,28,42,40,28
"4846",29,15,58,32,54,46,32
"4847",24,10,56,26,51,43,28
"4848",26,23,53,29,36,45,30
"4849",29,14,47,32,46,39,41
"4850",32,39,55,31,32,45,36
"4851",29,17,57,24,45,44,33
"4852",28,14,57,28,43,42,35
"4853",16,20,52,27,38,41,36
"4854",26,29,49,28,38,42,40
"4855",21,18,52,28,58,43,40
"4856",28,18,54,31,45,42,44
"4857",26,9,63,28,54,52,38
"4858",22,13,52,24,39,39,37
"4859",29,29,53,25,46,47,30
"4860",21,20,53,28,37,43,28
"4861",31,17,50,30,46,40,32
"4862",20,31,50,32,49,44,36
"4863",28,22,50,28,50,49,37
"4864",29,26,52,23,56,42,36
"4865",33,15,55,30,47,47,39
"4866",36,19,51,26,49,44,41
"4867",33,6,50,24,52,39,29
"4868",25,12,53,28,38,35,39
"4869",26,12,54,27,43,43,35
"4870",22,23,48,28,38,37,35
"4871",19,11,52,23,39,45,27
"4872",28,18,52,31,37,39,36
"4873",31,12,57,26,48,42,34
"4874",34,17,61,32,42,42,42
"4875",28,20,56,30,43,34,36
"4876",34,15,53,25,35,46,34
"4877",32,13,59,29,48,42,25
"4878",28,18,52,25,45,45,44
"4879",23,19,54,28,43,34,31
"4880",13,17,50,26,38,41,31
"4881",34,19,49,32,42,45,33
"4882",23,22,49,23,34,40,26
"4883",30,9,56,26,37,45,30
"4884",18,17,51,30,31,42,36
"4885",31,16,61,33,44,45,34
"4886",34,12,50,33,42,41,36
"4887",26,20,51,29,40,43,37
"4888",31,25,52,31,32,37,37
"4889",30,33,51,27,35,44,37
"4890",24,23,48,32,37,36,37
"4891",32,9,50,32,53,47,32
"4892",34,11,54,29,51,43,33
"4893",31,8,49,30,51,44,28
"4894",28,9,54,24,59,36,33
"4895",29,18,46,29,49,48,32
"4896",24,22,55,27,33,34,28
"4897",28,14,51,27,42,40,35
"4898",21,12,57,28,37,39,33
"4899",29,12,52,25,52,43,24
"4900",23,20,45,26,48,40,31
"4901",22,18,52,28,40,43,31
"4902",26,7,52,30,41,43,37
"4903",27,15,54,26,36,42,29
"4904",30,14,55,28,40,35,35
"4905",34,22,58,31,33,39,29
"4906",30,16,52,24,49,37,30
"4907",21,9,57,29,51,50,34
"4908",25,13,53,33,41,41,33
"4909",13,13,50,28,40,43,38
"4910",22,29,55,31,31,39,39
"4911",21,15,50,28,44,39,36
"4912",24,15,48,26,42,39,31
"4913",44,15,56,31,50,44,30
"4914",25,18,50,27,38,45,42
"4915",29,13,59,29,48,43,37
"4916",19,32,53,29,47,43,34
"4917",26,22,51,30,65,43,32
"4918",36,23,52,25,39,39,32
"4919",41,25,50,31,36,46,42
"4920",30,19,59,28,30,47,35
"4921",13,18,50,26,47,36,37
"4922",18,16,58,35,48,41,31
"4923",32,20,44,27,55,43,42
"4924",29,19,50,27,27,38,24
"4925",48,19,51,26,35,38,35
"4926",22,16,52,31,43,46,33
"4927",24,15,50,31,46,37,28
"4928",34,16,53,26,36,48,35
"4929",31,18,48,31,50,50,38
"4930",29,12,50,26,45,39,26
"4931",24,38,52,28,38,42,30
"4932",27,22,53,28,38,39,33
"4933",22,7,57,30,36,44,38
"4934",22,23,58,32,42,44,28
"4935",22,17,59,28,44,39,25
"4936",25,17,58,30,33,40,38
"4937",31,23,59,26,50,53,27
"4938",33,32,60,27,43,39,41
"4939",34,11,55,31,32,36,34
"4940",27,13,60,33,47,41,36
"4941",23,10,47,27,37,38,29
"4942",26,14,58,25,40,39,30
"4943",33,22,54,28,40,40,34
"4944",32,11,53,32,36,41,38
"4945",22,15,46,29,40,42,25
"4946",32,22,62,26,48,43,34
"4947",26,10,52,29,37,43,37
"4948",25,16,54,23,40,50,24
"4949",32,26,53,26,54,44,37
"4950",35,26,49,32,40,40,33
"4951",25,13,50,29,59,36,28
"4952",37,13,50,22,47,41,33
"4953",23,21,58,34,56,40,30
"4954",19,20,47,27,41,39,41
"4955",34,19,56,28,54,43,23
"4956",29,19,49,31,50,44,36
"4957",26,8,48,26,37,48,40
"4958",28,20,46,28,38,38,39
"4959",29,28,49,23,38,41,43
"4960",30,11,59,32,48,38,36
"4961",22,16,50,28,41,42,38
"4962",26,17,55,29,44,38,33
"4963",28,7,49,28,63,41,33
"4964",29,16,56,25,51,40,35
"4965",31,21,58,30,36,43,34
"4966",28,16,61,34,47,42,35
"4967",35,10,53,23,41,37,27
"4968",28,22,55,38,39,43,31
"4969",23,39,54,26,36,51,36
"4970",27,23,52,32,61,43,29
"4971",34,7,50,28,50,45,26
"4972",38,27,51,26,44,37,33
"4973",35,17,53,24,44,42,29
"4974",31,16,54,27,49,46,32
"4975",17,14,53,26,32,44,37
"4976",32,12,54,24,44,49,34
"4977",25,43,50,27,34,40,39
"4978",23,11,51,26,55,37,29
"4979",30,12,52,35,45,46,44
"4980",29,13,55,30,39,40,29
"4981",33,11,54,28,43,38,36
"4982",16,15,57,27,35,42,23
"4983",28,12,51,23,35,46,38
"4984",26,12,47,29,43,41,37
"4985",27,17,59,26,42,41,30
"4986",26,25,54,23,44,40,32
"4987",35,17,54,33,58,40,28
"4988",26,11,53,33,39,40,26
"4989",24,11,55,25,31,43,40
"4990",25,9,56,25,34,39,40
"4991",23,5,52,32,56,42,32
"4992",26,19,46,29,63,43,41
"4993",32,14,50,29,39,43,38
"4994",31,12,51,27,45,48,34
"4995",23,17,47,28,42,44,36
"4996",24,24,56,25,68,41,31
"4997",36,21,52,30,47,42,34
"4998",32,18,48,24,30,38,25
"4999",25,12,55,24,39,41,28
"5000",45,19,55,31,38,40,32
"5001",25,9,51,35,44,43,33
"5002",23,9,46,26,52,41,35
"5003",27,16,51,30,40,36,30
"5004",32,21,45,29,52,40,29
"5005",25,14,52,31,55,43,28
"5006",27,10,53,23,48,44,30
"5007",20,10,53,27,48,37,37
"5008",23,22,51,22,49,42,31
"5009",30,12,50,32,50,43,36
"5010",34,18,60,36,46,42,32
"5011",22,12,45,31,43,42,28
"5012",26,15,57,27,57,40,38
"5013",29,24,47,33,58,50,29
"5014",20,18,51,24,44,44,29
"5015",26,21,54,28,37,44,33
"5016",33,16,54,29,35,41,40
"5017",28,12,54,22,47,41,42
"5018",29,19,56,28,43,47,38
"5019",25,38,45,22,51,47,35
"5020",16,13,50,27,35,43,36
"5021",25,8,59,25,40,42,39
"5022",32,21,57,24,45,45,32
"5023",23,7,59,33,52,39,31
"5024",40,9,47,27,30,45,36
"5025",31,4,54,25,47,44,29
"5026",18,14,48,30,42,46,41
"5027",19,15,51,22,30,42,41
"5028",23,10,58,30,46,32,40
"5029",24,18,53,20,44,40,25
"5030",24,20,52,30,51,56,36
"5031",26,17,56,28,40,46,32
"5032",23,16,52,30,43,41,30
"5033",22,7,53,24,47,48,41
"5034",38,9,51,27,41,42,28
"5035",23,21,52,22,47,44,41
"5036",35,15,56,23,40,49,37
"5037",25,25,56,25,44,40,32
"5038",31,36,50,30,45,48,26
"5039",18,10,52,31,44,45,40
"5040",24,16,57,32,35,44,27
"5041",28,17,53,27,36,42,38
"5042",29,13,54,28,42,43,28
"5043",28,18,50,30,39,42,40
"5044",34,12,49,31,36,45,34
"5045",30,8,48,32,37,41,27
"5046",26,20,45,27,44,37,39
"5047",30,11,57,29,52,43,31
"5048",31,19,55,29,35,42,25
"5049",29,17,51,29,34,40,29
"5050",27,22,52,31,55,40,29
"5051",33,21,52,33,43,41,30
"5052",22,14,52,26,46,44,26
"5053",40,13,55,31,45,45,32
"5054",26,9,54,35,45,40,33
"5055",25,13,48,31,52,44,34
"5056",29,16,60,29,49,45,29
"5057",27,16,46,26,42,42,27
"5058",25,11,56,29,47,44,33
"5059",41,10,54,31,54,41,30
"5060",26,19,56,34,41,42,38
"5061",27,12,51,29,38,39,38
"5062",18,22,51,30,37,43,42
"5063",29,20,53,27,43,34,43
"5064",34,22,57,30,29,46,35
"5065",28,10,56,25,44,38,34
"5066",26,15,53,31,58,41,25
"5067",31,24,52,28,46,38,32
"5068",21,18,53,28,55,41,27
"5069",33,12,54,26,42,42,31
"5070",25,8,54,28,40,39,37
"5071",28,12,53,29,39,40,40
"5072",30,10,53,28,59,39,36
"5073",18,13,60,27,51,41,37
"5074",20,22,54,27,46,41,45
"5075",34,15,52,19,44,37,31
"5076",28,14,50,23,48,38,26
"5077",31,14,64,30,42,44,25
"5078",30,18,55,27,40,39,28
"5079",18,10,50,25,49,41,28
"5080",24,17,52,28,40,39,33
"5081",22,15,52,26,35,39,42
"5082",33,14,52,30,34,35,35
"5083",30,10,52,24,32,48,34
"5084",32,18,57,30,46,44,27
"5085",33,21,52,32,45,42,38
"5086",30,15,48,30,33,48,30
"5087",31,17,56,26,51,44,41
"5088",31,17,56,29,37,44,38
"5089",22,27,53,31,37,44,32
"5090",34,21,49,22,51,47,30
"5091",26,13,46,29,44,46,30
"5092",33,16,48,24,47,43,37
"5093",32,13,55,32,47,46,36
"5094",25,10,54,28,31,42,43
"5095",25,33,57,28,44,44,35
"5096",36,13,55,34,38,42,27
"5097",32,18,48,33,51,37,38
"5098",22,25,54,30,46,38,38
"5099",24,14,50,28,43,40,27
"5100",29,10,55,26,60,36,30
"5101",34,17,52,25,39,44,34
"5102",27,7,54,27,41,42,34
"5103",18,15,55,29,41,37,32
"5104",33,12,50,24,56,36,29
"5105",25,25,52,28,46,37,32
"5106",27,19,52,30,36,39,28
"5107",33,23,50,29,51,50,30
"5108",27,11,56,34,43,37,28
"5109",45,13,51,27,61,41,34
"5110",26,13,50,22,29,39,38
"5111",25,20,50,25,41,36,31
"5112",39,9,55,22,47,38,37
"5113",35,22,56,23,48,36,26
"5114",20,29,54,26,36,38,38
"5115",30,23,53,24,39,42,26
"5116",33,15,57,24,40,46,31
"5117",31,14,48,27,56,44,27
"5118",31,10,56,32,37,43,30
"5119",37,22,47,28,44,43,33
"5120",31,25,51,29,45,33,29
"5121",35,19,56,34,33,49,38
"5122",26,11,54,27,57,42,36
"5123",39,14,55,35,58,40,28
"5124",31,17,52,31,34,37,27
"5125",28,10,49,29,51,45,33
"5126",23,20,56,23,51,40,34
"5127",43,11,52,25,51,46,25
"5128",31,22,47,36,51,38,35
"5129",25,11,57,27,41,39,31
"5130",30,18,47,32,55,39,40
"5131",26,7,49,29,45,40,43
"5132",29,13,52,24,52,42,28
"5133",19,21,50,30,44,45,38
"5134",22,16,57,29,43,44,25
"5135",28,14,48,27,47,35,34
"5136",28,8,46,25,43,41,38
"5137",40,6,53,26,40,36,34
"5138",21,32,50,25,49,45,29
"5139",32,25,51,26,56,41,36
"5140",33,18,48,20,54,47,29
"5141",30,18,56,24,45,39,31
"5142",33,15,47,29,55,42,28
"5143",21,20,61,27,50,36,34
"5144",28,20,55,23,37,42,35
"5145",34,21,56,23,69,40,41
"5146",35,13,52,23,53,36,30
"5147",37,13,53,29,46,42,38
"5148",31,24,54,31,32,41,38
"5149",23,13,52,29,51,42,29
"5150",31,18,57,23,45,42,42
"5151",30,17,52,29,38,39,49
"5152",29,24,50,29,36,47,25
"5153",41,23,47,26,52,42,39
"5154",22,10,55,29,42,45,31
"5155",23,40,52,32,50,36,41
"5156",21,15,49,26,40,41,34
"5157",44,12,49,26,50,43,36
"5158",20,13,58,25,53,39,33
"5159",25,13,51,24,46,45,36
"5160",25,16,49,28,50,42,28
"5161",34,21,57,29,51,47,34
"5162",27,9,57,27,38,46,34
"5163",38,14,49,26,46,43,28
"5164",20,13,55,30,44,37,26
"5165",24,8,49,27,41,49,25
"5166",30,19,55,29,48,36,26
"5167",37,13,52,30,46,41,33
"5168",22,21,53,27,46,44,23
"5169",29,28,53,32,37,42,35
"5170",25,5,59,22,50,45,35
"5171",20,9,42,27,43,49,40
"5172",27,21,60,30,47,41,38
"5173",32,12,54,25,35,44,33
"5174",26,12,51,31,48,39,33
"5175",25,21,59,30,51,45,29
"5176",36,14,51,31,48,37,32
"5177",21,9,63,28,40,40,33
"5178",24,34,52,22,31,38,28
"5179",29,7,60,28,36,47,39
"5180",37,21,57,30,43,47,35
"5181",32,17,49,30,42,35,33
"5182",31,17,54,27,49,42,35
"5183",25,12,49,27,45,41,37
"5184",26,22,55,33,52,41,30
"5185",37,7,60,33,46,37,33
"5186",20,13,51,29,30,41,41
"5187",36,23,48,31,48,44,43
"5188",27,20,56,25,47,44,32
"5189",27,15,50,25,39,38,38
"5190",30,20,53,28,41,38,35
"5191",47,16,54,26,46,39,41
"5192",36,16,54,27,56,35,34
"5193",46,28,57,35,55,39,33
"5194",26,24,54,32,56,48,34
"5195",24,9,48,33,59,38,25
"5196",24,25,47,31,51,39,43
"5197",33,26,53,26,39,41,43
"5198",32,15,54,25,47,42,35
"5199",20,20,51,28,45,46,36
"5200",29,17,60,23,47,42,33
"5201",27,21,53,31,40,37,34
"5202",25,9,55,29,53,42,29
"5203",32,19,49,35,45,48,31
"5204",24,12,51,29,45,49,38
"5205",21,11,56,28,41,40,32
"5206",24,22,56,23,43,43,47
"5207",30,17,57,33,52,43,41
"5208",30,30,55,26,38,42,33
"5209",27,18,53,24,57,43,37
"5210",23,17,53,28,54,40,27
"5211",21,15,52,26,49,44,33
"5212",32,15,55,26,48,40,33
"5213",36,42,60,26,46,37,42
"5214",26,7,51,30,36,40,33
"5215",29,20,56,28,43,43,41
"5216",30,16,57,28,43,44,35
"5217",29,15,52,26,43,35,33
"5218",26,14,51,25,52,45,36
"5219",31,11,52,35,53,41,31
"5220",24,32,52,32,38,42,29
"5221",38,13,50,28,53,42,39
"5222",35,12,55,31,41,43,40
"5223",39,11,55,28,54,48,31
"5224",23,23,55,40,33,50,32
"5225",27,24,57,27,40,38,39
"5226",28,12,55,26,49,41,34
"5227",33,23,46,27,54,47,32
"5228",19,19,52,26,47,45,37
"5229",27,11,53,28,40,42,35
"5230",27,14,57,30,37,39,26
"5231",19,32,53,29,49,39,27
"5232",32,27,54,29,45,44,34
"5233",21,17,53,26,43,40,42
"5234",40,29,52,28,41,46,29
"5235",36,16,54,24,48,48,37
"5236",34,15,49,27,46,38,36
"5237",36,18,52,24,41,46,37
"5238",26,13,54,26,54,42,35
"5239",29,13,56,33,34,39,35
"5240",22,12,56,24,47,43,32
"5241",34,19,53,30,45,46,32
"5242",31,18,53,33,53,38,29
"5243",26,22,52,28,39,41,31
"5244",38,6,53,26,40,38,32
"5245",29,27,55,25,35,47,30
"5246",29,21,51,28,46,47,40
"5247",23,19,53,31,39,35,30
"5248",32,11,48,26,50,40,38
"5249",27,10,52,28,30,41,37
"5250",30,8,53,27,33,43,44
"5251",18,33,49,27,43,44,39
"5252",22,26,55,27,49,37,30
"5253",21,14,54,30,31,35,31
"5254",35,14,55,25,52,44,35
"5255",26,21,51,26,38,43,30
"5256",26,10,57,36,30,41,33
"5257",30,16,60,30,50,40,29
"5258",36,7,51,30,54,41,35
"5259",28,12,52,33,45,34,31
"5260",22,14,49,32,37,40,34
"5261",40,19,55,29,51,34,31
"5262",23,16,55,23,44,39,35
"5263",36,18,56,29,44,39,29
"5264",27,36,55,35,39,41,33
"5265",22,21,53,28,43,38,34
"5266",29,23,53,24,37,48,41
"5267",37,16,47,29,40,39,30
"5268",22,18,51,26,48,39,31
"5269",25,17,47,39,45,45,31
"5270",35,19,51,26,36,38,36
"5271",23,10,53,26,43,36,28
"5272",32,12,56,32,46,37,34
"5273",30,16,57,26,50,43,41
"5274",22,25,50,35,46,46,37
"5275",29,18,54,26,39,48,33
"5276",26,21,54,24,51,36,35
"5277",26,23,57,33,47,39,43
"5278",25,16,58,33,51,39,31
"5279",33,34,53,29,45,43,29
"5280",19,22,53,30,37,36,38
"5281",29,11,51,33,43,44,43
"5282",26,16,53,28,40,45,30
"5283",36,20,55,24,40,38,31
"5284",25,11,50,32,55,46,31
"5285",28,24,54,25,38,41,40
"5286",27,14,56,28,42,48,38
"5287",27,23,49,32,44,43,36
"5288",22,14,60,27,43,50,37
"5289",41,21,56,30,47,43,41
"5290",39,21,46,26,52,37,32
"5291",27,23,53,26,40,44,36
"5292",28,26,52,31,56,43,36
"5293",27,20,52,30,40,48,41
"5294",21,20,49,30,37,44,32
"5295",27,17,53,34,36,38,30
"5296",33,18,58,30,47,50,35
"5297",32,21,52,23,35,36,31
"5298",32,11,41,29,48,39,33
"5299",28,6,51,27,45,45,33
"5300",25,23,50,32,37,51,30
"5301",21,8,52,31,38,37,29
"5302",29,11,58,30,49,39,37
"5303",32,24,49,24,32,37,42
"5304",30,18,50,24,47,41,47
"5305",26,9,53,30,35,44,24
"5306",35,15,52,33,57,41,30
"5307",26,26,52,30,47,36,29
"5308",24,19,50,23,40,41,42
"5309",33,17,54,24,38,48,44
"5310",22,18,49,27,45,39,34
"5311",26,19,55,27,38,40,42
"5312",35,13,49,27,50,40,27
"5313",23,14,55,28,34,36,36
"5314",31,12,57,31,38,39,36
"5315",27,22,48,23,42,39,35
"5316",27,25,51,31,43,40,39
"5317",26,15,51,25,34,38,35
"5318",19,8,49,25,35,44,39
"5319",29,11,51,33,53,36,37
"5320",36,12,62,21,49,46,37
"5321",30,18,55,33,63,42,41
"5322",34,18,60,33,31,48,32
"5323",27,27,53,28,49,39,28
"5324",25,16,45,39,49,46,31
"5325",24,17,54,23,55,41,35
"5326",23,19,53,26,39,44,37
"5327",32,16,52,25,33,42,30
"5328",30,19,56,26,55,42,36
"5329",17,20,56,31,43,41,40
"5330",28,18,54,30,48,40,30
"5331",36,15,49,28,58,47,28
"5332",31,14,49,32,48,42,29
"5333",22,12,52,28,32,45,39
"5334",32,19,50,29,39,45,36
"5335",27,28,47,32,50,45,38
"5336",25,20,53,27,38,38,28
"5337",27,28,46,33,45,40,35
"5338",24,23,54,29,54,44,33
"5339",27,15,50,26,40,40,37
"5340",33,30,57,30,48,39,36
"5341",37,11,44,22,46,32,34
"5342",25,24,54,29,56,43,27
"5343",21,15,54,25,53,44,25
"5344",32,14,58,29,43,48,34
"5345",21,24,53,31,42,39,32
"5346",25,14,56,26,48,40,43
"5347",30,26,53,24,45,41,38
"5348",30,20,48,32,37,38,44
"5349",31,18,54,36,44,42,33
"5350",15,18,52,31,54,45,30
"5351",29,15,50,31,44,40,41
"5352",34,24,51,30,43,43,39
"5353",25,21,52,27,50,46,34
"5354",40,13,50,28,31,36,30
"5355",28,18,54,34,48,41,38
"5356",34,23,52,26,35,36,33
"5357",26,22,58,30,49,40,30
"5358",29,10,54,25,45,45,31
"5359",25,20,57,28,52,44,36
"5360",31,10,57,37,47,41,27
"5361",29,17,51,28,45,42,36
"5362",27,5,50,25,47,37,37
"5363",35,18,52,33,40,39,40
"5364",33,11,54,33,42,41,33
"5365",18,17,55,28,41,43,38
"5366",29,17,55,26,38,50,39
"5367",27,29,53,33,62,42,25
"5368",30,22,51,23,48,40,27
"5369",37,14,49,25,34,38,35
"5370",33,17,47,27,41,45,31
"5371",28,18,60,26,52,43,37
"5372",24,9,46,29,49,47,37
"5373",29,9,49,31,50,45,37
"5374",24,11,52,30,38,46,26
"5375",19,23,55,29,52,39,31
"5376",28,15,49,25,41,38,37
"5377",33,17,60,30,50,47,26
"5378",28,10,53,21,33,40,27
"5379",35,16,58,24,36,45,40
"5380",32,21,55,27,45,37,38
"5381",30,12,56,26,47,42,33
"5382",31,23,52,29,44,44,26
"5383",24,18,61,21,42,38,41
"5384",37,15,50,28,39,40,38
"5385",30,13,54,31,57,35,28
"5386",30,18,54,28,40,46,32
"5387",31,9,53,26,33,48,37
"5388",32,11,55,35,31,42,30
"5389",27,18,52,31,46,39,32
"5390",29,12,51,22,55,45,32
"5391",24,15,56,21,45,42,28
"5392",27,18,53,26,37,45,26
"5393",18,25,58,27,46,42,26
"5394",22,25,55,27,48,40,36
"5395",30,25,52,21,59,49,28
"5396",24,20,56,25,43,42,35
"5397",32,20,49,35,37,39,32
"5398",17,17,52,26,36,41,26
"5399",30,11,54,26,34,38,29
"5400",32,12,50,30,38,48,26
"5401",25,15,55,34,30,35,33
"5402",19,19,49,29,43,38,35
"5403",23,10,61,36,48,43,36
"5404",35,16,50,29,42,46,30
"5405",26,16,58,29,37,37,36
"5406",23,19,48,27,44,39,23
"5407",35,13,55,23,61,41,34
"5408",25,19,55,30,39,46,33
"5409",34,34,53,31,38,46,29
"5410",27,14,49,30,45,42,35
"5411",22,10,51,33,45,41,33
"5412",35,29,54,35,51,40,35
"5413",34,17,57,29,50,44,34
"5414",30,16,57,26,37,40,38
"5415",30,22,50,26,32,44,34
"5416",25,23,52,25,46,43,29
"5417",34,21,52,31,46,41,39
"5418",29,24,53,29,42,45,27
"5419",30,16,51,28,53,42,30
"5420",29,9,52,33,49,45,43
"5421",27,18,51,29,34,37,32
"5422",40,21,50,32,50,43,35
"5423",30,14,49,28,50,43,33
"5424",28,10,50,31,44,43,26
"5425",37,17,50,25,45,42,35
"5426",34,12,56,30,45,41,34
"5427",29,10,54,32,43,35,35
"5428",25,13,61,34,37,42,33
"5429",26,25,57,27,52,40,26
"5430",20,13,51,28,39,48,39
"5431",33,31,55,28,39,42,34
"5432",18,8,56,24,54,42,37
"5433",32,10,52,27,45,39,36
"5434",31,26,62,28,47,40,35
"5435",28,12,53,28,40,49,35
"5436",27,18,50,30,41,42,36
"5437",22,14,49,33,51,43,29
"5438",28,19,58,29,41,41,37
"5439",26,18,47,30,49,44,35
"5440",25,16,53,32,45,49,40
"5441",26,31,56,25,46,46,34
"5442",26,17,50,24,43,38,28
"5443",36,36,51,24,36,42,32
"5444",29,10,50,33,51,41,31
"5445",35,11,51,26,50,43,33
"5446",26,18,54,28,36,42,30
"5447",22,23,50,30,35,44,35
"5448",23,14,49,28,37,35,32
"5449",23,23,55,36,39,37,38
"5450",27,14,52,27,48,42,39
"5451",31,16,50,29,41,42,32
"5452",35,20,56,28,36,41,27
"5453",27,20,55,29,42,46,31
"5454",21,16,47,25,43,42,32
"5455",39,14,50,34,43,44,38
"5456",26,20,48,25,29,41,35
"5457",23,13,53,28,40,40,25
"5458",27,30,56,25,44,41,33
"5459",20,20,54,23,50,41,33
"5460",24,24,47,26,52,47,30
"5461",27,27,53,27,47,41,30
"5462",38,16,50,28,54,42,29
"5463",29,19,61,24,46,41,34
"5464",22,14,57,28,62,46,34
"5465",28,10,49,25,40,38,38
"5466",17,16,53,33,53,51,29
"5467",30,30,49,28,39,44,32
"5468",19,8,57,34,34,41,26
"5469",34,15,53,28,49,41,28
"5470",28,11,55,25,50,47,34
"5471",30,19,51,33,40,40,31
"5472",29,9,60,30,45,37,24
"5473",26,32,45,33,36,44,33
"5474",30,21,56,33,48,38,41
"5475",28,10,49,34,51,35,28
"5476",37,11,55,31,35,45,29
"5477",25,18,53,27,40,47,37
"5478",29,24,48,26,52,42,27
"5479",28,28,48,27,44,39,36
"5480",31,20,53,27,51,43,30
"5481",27,31,54,32,58,48,27
"5482",23,23,47,26,41,40,26
"5483",47,13,53,19,59,42,34
"5484",30,17,53,29,41,50,35
"5485",26,17,48,29,56,43,48
"5486",25,12,51,26,42,47,34
"5487",26,21,54,24,47,42,41
"5488",33,26,53,25,38,39,30
"5489",30,20,56,23,40,42,33
"5490",22,18,48,23,57,46,37
"5491",34,17,60,29,43,43,46
"5492",32,19,54,33,53,44,29
"5493",31,23,57,35,42,32,34
"5494",44,23,59,24,49,49,40
"5495",33,20,54,23,45,41,33
"5496",17,20,52,28,28,41,35
"5497",32,19,56,28,41,41,31
"5498",28,18,60,27,48,44,23
"5499",17,29,60,25,53,39,39
"5500",25,19,46,26,35,44,33
"5501",30,14,54,26,39,46,28
"5502",32,15,52,27,50,43,42
"5503",22,16,53,21,39,47,29
"5504",30,12,51,36,45,42,32
"5505",25,10,55,30,38,45,30
"5506",36,25,57,26,41,40,34
"5507",20,21,50,32,50,42,28
"5508",37,11,52,29,46,47,31
"5509",21,18,53,30,45,41,33
"5510",33,17,45,27,41,36,42
"5511",28,20,58,24,36,39,26
"5512",29,10,51,28,51,48,29
