"","v Afghanistan","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"5275",42,22,40,30,33,3,31,34,8,57,9,48,32,22,54
"5276",41,28,44,32,34,2,35,30,7,50,11,40,30,21,54
"5277",43,43,40,30,33,1,32,39,8,55,11,50,30,20,54
"5278",38,19,37,34,36,1,30,39,7,56,9,27,33,24,56
"5279",56,36,34,29,40,2,26,35,8,52,13,46,31,23,58
"5280",56,37,48,30,36,1,35,27,8,48,11,44,29,19,45
"5281",50,24,41,31,38,1,32,28,8,56,11,46,28,29,52
"5282",43,25,41,34,39,1,32,31,8,55,15,38,32,21,45
"5283",48,24,46,30,34,1,30,31,8,51,12,41,32,22,53
"5284",50,38,40,31,40,2,31,33,6,55,13,39,36,17,51
"5285",47,26,41,32,37,1,31,28,11,46,11,44,31,19,46
"5286",52,30,36,33,35,3,28,32,9,51,12,33,30,17,50
"5287",46,24,31,34,26,1,36,34,9,54,10,37,35,23,58
"5288",50,34,39,33,30,1,30,32,10,57,10,37,34,18,45
"5289",45,36,31,37,46,2,31,31,8,49,13,43,34,16,54
"5290",52,33,41,30,35,1,30,34,7,47,10,37,31,25,57
"5291",45,28,33,28,33,3,30,26,12,52,12,39,32,17,55
"5292",46,28,37,34,28,2,36,28,8,56,9,41,33,19,57
"5293",51,26,45,26,35,1,36,31,6,55,10,38,32,25,59
"5294",41,37,29,35,34,1,29,27,7,52,13,42,35,21,51
"5295",51,37,34,27,32,1,31,32,8,50,14,42,32,20,56
"5296",49,41,61,32,34,1,31,32,7,52,10,43,27,19,59
"5297",46,34,38,32,34,2,31,33,8,51,10,40,29,27,51
"5298",46,32,31,30,36,1,35,27,8,55,12,38,32,20,51
"5299",53,35,29,32,31,1,35,25,6,49,11,42,38,23,59
"5300",51,26,39,37,33,2,34,31,7,50,12,41,29,16,47
"5301",48,31,37,35,36,5,33,28,8,55,11,41,29,20,53
"5302",49,29,44,35,31,3,31,33,6,49,10,31,32,20,52
"5303",47,33,42,30,42,1,30,31,7,63,11,41,29,23,54
"5304",45,33,30,27,32,2,28,30,8,51,11,48,34,22,60
"5305",44,24,40,29,27,1,37,30,9,51,8,43,30,28,53
"5306",47,39,43,28,32,7,35,30,9,52,11,30,36,24,44
"5307",45,29,32,26,24,4,35,27,10,57,8,36,29,21,56
"5308",53,35,48,28,35,1,30,30,8,47,10,48,35,19,59
"5309",47,37,40,23,36,5,32,38,7,51,14,51,25,22,53
"5310",52,30,36,36,25,2,29,34,11,53,13,52,31,20,47
"5311",44,33,27,26,34,4,27,36,7,60,7,42,31,21,50
"5312",48,38,37,34,32,2,29,32,11,57,10,33,29,22,51
"5313",45,30,37,32,41,1,32,33,11,51,11,48,27,21,59
"5314",43,27,37,34,33,4,30,32,9,50,11,50,34,22,46
"5315",53,31,44,31,31,4,32,35,9,52,12,35,30,21,59
"5316",52,24,46,31,36,1,32,28,7,48,13,41,35,21,58
"5317",46,44,41,28,32,1,39,35,9,51,9,44,31,24,53
"5318",48,35,31,34,38,1,34,29,11,53,10,42,29,20,58
"5319",49,27,40,31,30,2,30,26,9,49,8,38,35,24,53
"5320",52,38,40,31,31,2,31,34,9,59,9,47,38,18,57
"5321",49,35,28,35,36,1,33,32,10,44,9,48,34,25,51
"5322",44,34,41,26,42,3,31,30,6,51,7,41,38,23,58
"5323",48,23,38,37,38,3,29,32,8,50,10,46,29,23,53
"5324",43,39,41,28,41,2,31,27,8,49,11,43,35,21,47
"5325",52,24,40,30,29,3,31,30,5,55,11,36,30,19,59
"5326",50,27,39,29,35,2,34,34,9,57,8,37,26,20,50
"5327",47,35,49,32,46,3,35,35,9,50,11,46,32,18,54
"5328",41,21,27,26,35,5,33,32,6,56,13,39,31,24,59
"5329",45,34,39,32,33,2,34,28,9,63,9,49,29,25,64
"5330",48,34,41,33,33,1,31,28,8,51,10,37,42,22,58
"5331",42,22,36,32,29,1,31,39,7,56,15,45,28,22,54
"5332",42,31,35,36,41,2,30,32,7,52,11,37,28,19,49
"5333",48,21,34,30,39,1,29,33,11,47,9,32,35,27,47
"5334",56,39,47,30,36,1,30,32,6,60,10,45,27,22,50
"5335",43,27,35,27,23,1,27,28,7,50,10,40,25,22,59
"5336",41,37,34,30,32,1,30,24,10,48,7,45,33,23,53
"5337",47,39,46,31,39,7,31,32,10,57,11,43,28,17,47
"5338",42,32,40,32,33,2,32,28,10,47,9,43,34,24,52
"5339",51,35,38,31,32,1,24,39,8,53,10,35,31,19,47
"5340",48,30,40,33,34,4,37,30,10,51,14,40,32,20,55
"5341",54,33,43,33,33,3,29,30,7,50,10,47,36,20,42
"5342",40,25,39,31,34,1,36,35,8,51,11,44,30,18,51
"5343",47,33,37,32,37,3,37,28,7,53,10,38,38,22,49
"5344",48,29,42,34,26,1,33,34,8,59,8,49,31,17,55
"5345",42,41,41,29,30,1,36,27,8,58,10,35,32,20,51
"5346",45,27,32,28,40,8,31,31,8,50,11,43,34,23,55
"5347",48,32,36,30,29,2,29,30,10,46,15,42,31,24,58
"5348",51,27,37,27,31,1,29,31,8,51,10,35,32,20,55
"5349",51,33,38,36,32,1,30,31,11,53,9,32,32,25,48
"5350",42,31,34,34,30,3,35,30,9,44,10,38,30,20,58
"5351",47,32,46,33,35,1,32,40,10,47,13,30,32,16,51
"5352",40,35,38,32,29,3,37,33,10,45,9,50,30,21,52
"5353",50,40,34,31,46,1,35,28,9,49,11,38,35,23,57
"5354",45,22,34,25,37,3,33,28,12,56,12,34,32,23,54
"5355",40,36,38,33,37,1,29,33,7,56,12,47,31,20,48
"5356",42,29,37,34,37,5,33,33,6,47,11,50,29,20,57
"5357",50,37,34,31,29,3,31,40,8,50,16,48,32,18,47
"5358",60,31,33,29,29,4,27,31,10,49,10,42,40,19,62
"5359",56,29,38,30,34,1,34,33,7,54,10,49,32,20,46
"5360",46,33,40,33,36,4,34,37,10,52,13,37,31,20,51
"5361",47,30,39,30,30,2,26,30,6,46,13,41,30,23,51
"5362",50,33,41,33,30,2,30,38,10,48,15,40,37,20,54
"5363",43,29,43,33,37,6,37,36,9,61,11,39,35,25,52
"5364",41,32,38,34,43,1,31,34,7,52,9,49,31,23,54
"5365",56,32,41,31,37,1,24,30,9,48,11,52,29,22,56
"5366",46,45,33,32,36,2,29,33,8,47,11,33,28,25,51
"5367",48,34,39,33,36,10,30,32,6,51,11,36,33,20,56
"5368",41,38,35,29,28,3,29,24,13,61,8,35,31,23,53
"5369",49,31,39,31,32,7,29,30,6,50,12,44,33,19,47
"5370",48,32,41,30,29,1,33,28,9,52,12,43,28,22,56
"5371",55,35,35,27,48,2,27,37,7,53,12,41,36,23,56
"5372",49,35,36,29,38,1,31,26,8,59,11,37,33,22,61
"5373",45,26,51,30,29,1,38,33,11,54,10,40,30,23,61
"5374",50,28,39,29,30,1,30,34,9,51,11,49,30,23,55
"5375",54,34,35,29,36,3,30,29,6,51,12,41,31,20,49
"5376",46,46,34,32,29,1,32,30,10,52,14,46,30,17,54
"5377",47,33,42,26,37,8,32,30,7,57,10,26,33,20,52
"5378",45,36,41,35,33,1,29,35,9,53,13,39,31,19,64
"5379",43,32,31,33,45,1,34,28,8,55,8,37,34,26,48
"5380",47,30,40,34,39,7,36,33,10,54,12,45,33,26,57
"5381",52,29,36,30,30,1,29,38,6,58,11,32,31,22,52
"5382",46,47,39,27,28,1,30,27,8,63,13,40,30,22,53
"5383",50,32,36,32,33,2,30,32,9,52,11,44,33,25,60
"5384",51,38,41,29,34,6,32,32,8,55,13,42,35,21,53
"5385",49,29,41,32,32,4,34,29,10,58,7,39,32,26,57
"5386",53,28,32,36,34,4,32,27,8,59,11,43,38,19,58
"5387",49,35,35,32,30,5,35,39,6,61,11,43,35,24,53
"5388",50,28,47,35,25,4,21,27,7,48,11,43,34,24,63
"5389",42,30,35,31,30,4,33,30,10,53,9,45,30,21,55
"5390",47,29,36,32,36,1,31,30,7,54,10,46,36,22,56
"5391",50,32,34,29,24,1,27,31,8,51,11,29,27,24,51
"5392",47,40,39,31,40,1,34,27,6,56,10,38,35,19,46
"5393",48,22,32,26,34,8,31,36,5,49,10,53,31,25,57
"5394",41,36,42,31,32,1,29,30,9,56,10,34,32,21,57
"5395",49,41,33,30,33,5,28,26,13,49,10,41,35,21,55
"5396",53,28,38,27,35,1,38,27,8,46,11,34,34,23,55
"5397",50,29,47,30,28,1,35,35,7,54,9,34,25,20,52
"5398",47,38,32,32,38,2,40,34,8,54,11,34,27,26,48
"5399",42,31,29,30,32,1,34,29,10,48,7,33,34,21,49
"5400",43,26,37,23,39,1,32,34,14,60,11,46,36,25,47
"5401",40,37,35,32,34,1,31,32,5,54,7,45,31,22,53
"5402",49,36,35,36,45,2,33,30,7,51,13,39,31,23,53
"5403",48,39,33,32,36,1,37,36,9,54,9,41,30,23,57
"5404",41,24,30,30,33,1,34,26,9,51,11,44,32,22,56
"5405",43,32,46,30,30,2,30,36,8,51,10,40,29,20,60
"5406",49,29,26,26,36,4,32,32,8,53,9,46,37,24,54
"5407",46,45,42,36,25,1,33,27,8,51,12,42,28,21,52
"5408",45,34,42,33,26,1,30,35,7,51,13,38,35,24,61
"5409",47,44,47,28,37,4,30,30,9,54,7,39,31,26,60
"5410",48,35,34,33,36,7,34,32,7,55,9,45,29,19,52
"5411",43,20,43,31,43,7,36,29,7,50,9,48,29,27,62
"5412",50,38,35,38,25,1,34,30,6,52,10,32,32,20,57
"5413",54,22,32,30,42,7,32,27,10,51,11,40,28,21,53
"5414",46,31,33,33,34,2,31,29,9,55,13,37,26,27,45
"5415",52,39,50,34,33,4,29,36,9,54,18,39,32,22,53
"5416",50,18,46,29,33,1,34,32,7,51,11,48,30,19,50
"5417",46,32,38,35,33,12,32,28,9,44,8,51,36,22,51
"5418",47,23,33,36,31,1,36,29,11,44,8,46,35,22,54
"5419",47,22,38,30,34,4,30,34,8,53,11,40,32,22,52
"5420",49,33,39,29,32,1,28,30,10,53,10,36,30,24,57
"5421",48,36,46,26,31,1,32,31,8,58,10,37,23,23,62
"5422",44,28,45,31,33,3,27,31,11,52,15,44,31,21,58
"5423",48,33,32,27,30,2,37,33,9,56,14,38,29,21,57
"5424",46,33,36,34,31,2,28,28,8,48,8,46,29,18,58
"5425",49,48,36,37,47,1,35,28,7,53,10,38,30,25,55
"5426",44,32,46,31,33,1,34,31,11,56,13,48,27,21,56
"5427",43,25,32,28,31,2,33,35,7,64,11,46,36,20,53
"5428",45,32,36,31,30,1,31,31,6,53,11,42,28,17,46
"5429",51,34,39,32,35,1,28,28,7,61,11,46,35,23,56
"5430",41,30,41,32,33,3,36,35,12,55,10,45,33,21,55
"5431",42,28,35,28,38,1,34,31,7,57,8,44,29,19,49
"5432",44,29,35,33,26,6,25,30,6,51,13,45,31,18,60
"5433",49,31,37,28,29,1,30,33,9,52,9,36,33,21,53
"5434",51,28,33,31,33,11,37,32,8,47,11,45,32,23,57
"5435",42,28,43,31,29,2,27,28,9,49,8,45,32,20,51
"5436",49,29,46,32,39,8,32,29,8,52,11,34,29,19,48
"5437",40,38,36,33,35,1,34,33,7,51,11,39,35,19,59
"5438",41,34,44,25,32,3,30,32,10,48,12,35,28,24,56
"5439",52,26,38,34,35,5,31,29,10,55,13,30,28,16,54
"5440",48,32,32,33,42,5,26,29,8,50,14,47,33,24,44
"5441",47,28,39,26,33,3,28,30,12,57,12,30,33,21,51
"5442",40,32,38,32,38,7,33,30,9,57,12,38,30,19,56
"5443",55,36,46,23,32,2,29,32,10,46,9,39,29,28,57
"5444",50,32,39,35,31,1,34,28,9,43,11,38,36,21,50
"5445",48,34,28,33,34,1,31,25,7,49,7,44,36,21,58
"5446",45,36,42,33,37,7,33,25,8,54,9,41,23,16,54
"5447",45,32,36,34,33,3,33,33,7,52,9,37,36,24,51
"5448",50,31,38,32,46,6,33,25,7,51,9,39,32,21,60
"5449",47,37,49,32,39,3,28,33,7,55,11,40,27,24,51
"5450",42,32,36,35,36,1,29,30,10,51,9,42,29,19,56
"5451",49,27,41,43,40,5,26,26,7,55,8,42,38,24,54
"5452",46,32,37,26,24,1,26,33,8,57,12,46,33,22,55
"5453",46,31,36,27,34,4,34,31,9,51,8,50,33,22,54
"5454",51,27,35,32,36,1,31,39,8,52,11,35,31,22,49
"5455",50,30,48,31,39,8,28,29,9,62,10,36,29,20,55
"5456",54,29,39,30,43,1,39,28,8,56,11,38,30,21,56
"5457",50,32,37,30,26,10,32,35,11,57,14,49,31,16,53
"5458",52,34,37,27,27,2,34,29,8,58,10,43,33,22,54
"5459",48,30,41,36,39,2,31,30,10,55,9,41,29,20,58
"5460",48,35,39,28,37,1,31,31,12,64,11,41,35,25,55
"5461",46,35,37,32,43,2,27,40,10,50,12,41,29,21,48
"5462",48,37,36,31,49,1,31,30,8,51,11,51,31,19,57
"5463",49,23,32,34,38,6,31,31,10,58,12,41,37,20,51
"5464",46,27,38,33,34,5,28,33,8,46,12,47,27,25,58
"5465",49,32,28,28,28,1,34,32,9,57,11,46,35,23,58
"5466",47,37,39,31,38,3,36,38,5,49,11,49,39,26,51
"5467",43,39,33,35,30,4,29,31,9,46,13,45,27,23,50
"5468",46,29,47,33,33,2,32,29,10,59,14,40,36,22,47
"5469",45,35,40,29,34,1,30,26,8,50,11,40,32,21,55
"5470",50,44,36,30,42,1,29,29,8,50,8,40,23,17,51
"5471",44,34,43,30,36,3,28,29,8,57,11,53,29,23,52
"5472",48,30,45,30,29,2,31,34,12,49,12,35,30,19,58
"5473",50,39,46,25,36,1,33,30,10,56,13,43,26,19,58
"5474",45,47,29,23,36,1,31,29,9,56,12,41,36,21,54
"5475",54,39,35,35,28,1,35,33,12,53,9,40,35,27,51
"5476",46,37,36,28,43,3,33,30,9,54,10,49,38,18,47
"5477",43,29,34,38,33,1,32,26,8,55,11,38,30,22,57
"5478",52,37,38,30,34,4,32,31,9,55,10,46,33,21,51
"5479",53,41,47,32,36,3,28,27,8,44,12,42,40,17,54
"5480",42,30,34,34,27,5,34,31,9,53,11,48,29,22,52
"5481",57,42,44,29,29,3,32,35,9,40,10,34,35,22,52
"5482",46,35,37,30,51,1,34,34,8,59,10,41,29,20,49
"5483",49,37,52,26,36,6,27,34,10,59,13,38,30,22,47
"5484",45,37,36,29,41,2,25,28,8,54,11,46,30,20,50
"5485",49,27,40,31,33,4,29,30,8,51,12,41,34,22,51
"5486",47,29,38,32,35,1,29,30,8,52,12,38,30,20,55
"5487",47,45,48,36,32,1,27,36,10,52,12,44,33,19,56
"5488",46,37,29,31,47,4,27,31,9,50,10,46,25,23,52
"5489",49,27,34,28,36,1,29,31,11,59,11,42,34,18,51
"5490",45,35,34,32,28,1,32,35,11,44,12,39,29,23,46
"5491",47,31,38,37,37,2,30,26,11,49,12,40,26,22,56
"5492",40,27,42,28,30,1,30,30,9,54,10,49,35,18,60
"5493",44,26,38,29,34,2,31,35,10,58,12,35,36,22,53
"5494",52,37,32,31,31,1,40,28,9,49,12,44,34,23,57
"5495",52,44,41,32,31,8,32,32,8,47,13,37,41,23,49
"5496",46,28,39,31,38,3,31,34,9,58,10,30,36,20,57
"5497",50,41,32,29,38,1,31,32,7,60,13,37,33,19,51
"5498",46,34,34,36,29,3,25,31,8,49,10,39,34,19,50
"5499",44,47,36,32,29,3,28,29,9,53,9,43,29,24,62
"5500",44,30,38,33,36,5,33,35,9,56,9,48,28,24,52
"5501",46,32,44,28,29,1,34,32,9,50,8,51,29,18,49
"5502",47,27,25,26,42,1,34,34,10,52,14,37,35,21,56
"5503",50,31,52,29,32,2,32,28,10,53,6,36,36,21,58
"5504",40,35,35,38,32,1,31,35,9,53,8,46,32,18,47
"5505",47,28,33,24,30,1,37,32,10,56,10,43,29,20,48
"5506",50,34,29,34,38,1,32,34,9,55,11,36,28,19,50
"5507",46,38,38,30,30,1,38,34,8,50,13,36,32,21,60
"5508",57,33,37,25,35,1,31,33,8,52,13,33,27,26,51
"5509",47,34,35,30,33,1,33,31,10,50,9,45,39,20,58
"5510",47,40,39,25,36,2,28,30,9,54,11,52,36,21,47
"5511",50,34,41,35,44,3,31,29,9,49,13,47,27,23,51
"5512",44,42,34,33,33,1,31,34,9,47,11,36,39,21,50
"5513",47,33,41,29,30,1,40,28,12,54,12,40,30,22,56
"5514",47,24,41,29,28,1,27,32,12,60,9,36,32,23,48
"5515",43,28,37,25,36,4,28,34,10,43,10,38,38,19,57
"5516",44,24,38,37,27,1,26,31,7,56,10,41,32,22,49
"5517",44,35,34,36,24,1,32,26,8,58,10,48,31,22,58
"5518",52,36,42,31,31,2,30,30,9,51,13,50,27,20,56
"5519",49,21,33,29,32,1,33,29,9,52,10,44,27,19,57
"5520",48,32,40,35,35,1,32,37,8,51,9,40,27,23,56
"5521",52,33,46,31,33,3,31,27,8,60,10,40,31,24,50
"5522",44,30,28,30,31,5,26,26,7,52,10,38,34,21,59
"5523",51,36,33,31,38,1,28,32,8,53,8,38,29,16,53
"5524",42,40,26,30,45,1,37,28,8,47,9,42,30,25,57
"5525",52,35,45,30,29,3,29,31,10,53,11,37,31,22,51
"5526",44,35,38,37,34,1,34,30,6,53,9,44,29,22,54
"5527",51,24,41,28,30,2,35,28,10,44,9,42,35,22,54
"5528",44,40,44,32,26,5,29,35,7,49,10,44,35,20,52
"5529",37,25,39,32,34,3,31,26,6,55,12,37,28,21,61
"5530",43,42,41,31,36,1,29,32,6,56,8,41,34,24,51
"5531",47,28,39,34,30,3,37,32,7,53,9,36,32,20,51
"5532",52,32,42,31,35,1,30,31,9,50,11,34,31,25,55
"5533",51,32,39,24,29,2,31,34,8,47,14,35,32,19,66
"5534",45,22,43,30,35,1,27,39,8,47,10,51,33,25,45
"5535",37,35,32,27,39,4,32,27,7,50,9,38,32,24,45
"5536",46,39,38,30,38,2,28,29,11,52,13,45,27,22,48
"5537",50,36,35,25,35,2,31,35,10,53,10,33,29,27,53
"5538",47,32,40,31,38,2,32,36,6,57,16,40,30,24,57
"5539",41,33,38,31,33,1,30,31,8,53,14,42,33,20,54
"5540",49,31,40,27,30,2,35,31,11,55,13,44,29,27,55
"5541",41,28,35,32,30,1,33,36,8,51,6,45,38,19,50
"5542",48,30,31,26,43,9,27,30,9,52,11,40,30,22,53
"5543",41,24,43,31,35,4,30,33,9,62,11,43,32,18,55
"5544",45,34,39,31,31,3,28,28,8,51,12,37,34,26,47
"5545",46,33,33,27,27,2,25,32,11,46,11,44,26,23,51
"5546",44,29,37,29,27,1,27,30,8,53,7,34,28,25,59
"5547",46,25,37,32,36,1,32,33,11,65,8,37,27,26,53
"5548",52,29,35,26,33,2,32,33,9,56,13,42,33,19,46
"5549",51,40,37,37,40,2,36,31,9,51,11,35,29,20,57
"5550",43,31,39,32,35,10,33,35,8,51,13,40,30,25,51
"5551",57,36,36,34,36,1,28,33,12,59,12,38,31,25,55
"5552",49,31,37,32,34,1,30,30,9,51,11,38,28,25,48
"5553",42,30,34,31,29,3,28,31,5,60,10,42,29,19,53
"5554",46,32,35,31,26,3,34,32,10,53,8,36,35,23,55
"5555",57,35,35,31,23,1,29,29,8,55,12,34,30,26,53
"5556",46,33,34,31,35,1,33,29,9,49,11,39,33,20,53
"5557",52,37,31,34,35,2,30,40,9,60,11,46,24,23,52
"5558",42,38,37,32,33,1,32,29,7,48,12,41,32,24,54
"5559",43,39,26,33,44,1,30,30,8,58,16,56,35,22,59
"5560",49,33,39,24,36,1,25,30,8,46,11,45,34,19,52
"5561",48,31,30,35,37,6,30,36,9,56,8,38,26,23,52
"5562",50,25,39,34,42,2,27,32,8,55,10,36,33,20,55
"5563",54,33,37,25,31,3,31,38,10,52,10,39,30,17,49
"5564",49,33,35,29,32,2,30,27,10,53,9,38,26,25,57
"5565",51,29,38,36,36,1,30,35,9,54,8,34,38,20,58
"5566",47,35,41,34,33,3,30,34,8,57,9,36,27,19,54
"5567",45,38,32,39,41,1,28,33,9,48,9,30,29,21,55
"5568",50,35,45,30,37,5,34,28,6,51,10,40,32,26,55
"5569",41,37,36,33,35,4,29,30,11,52,7,42,26,18,57
"5570",50,29,44,36,33,1,34,33,7,56,10,39,30,22,58
"5571",55,33,31,39,41,1,30,34,10,49,10,45,33,19,50
"5572",39,37,36,29,40,1,33,30,9,53,11,34,38,23,53
"5573",51,29,40,28,28,5,34,28,8,53,10,42,32,24,51
"5574",51,28,41,31,35,1,33,33,7,50,12,41,33,22,62
"5575",41,36,34,31,39,5,26,26,8,52,10,38,31,22,59
"5576",45,30,42,25,27,1,37,26,9,58,11,47,32,24,53
"5577",51,32,40,35,32,1,32,33,8,62,13,39,26,25,47
"5578",45,32,41,31,40,1,33,27,9,50,9,49,30,17,61
"5579",45,22,44,30,24,6,29,32,8,56,13,44,32,24,56
"5580",45,27,39,30,30,3,32,32,9,57,12,43,32,23,54
"5581",47,38,42,29,30,1,27,28,9,56,12,43,27,22,47
"5582",46,43,34,29,41,1,31,37,6,59,8,38,34,20,51
"5583",46,21,41,29,40,1,35,35,10,53,10,37,37,21,54
"5584",42,34,42,38,33,4,29,33,8,52,14,39,34,21,53
"5585",54,35,39,29,29,1,37,35,13,60,12,47,30,19,54
"5586",57,28,35,36,29,1,29,32,9,62,9,31,33,18,49
"5587",48,26,36,35,31,2,29,31,9,50,9,47,37,22,60
"5588",43,28,31,33,43,1,31,30,10,54,12,38,33,24,60
"5589",41,28,34,29,32,8,39,34,8,47,8,41,33,26,55
"5590",52,36,41,30,43,1,33,33,7,45,12,48,36,23,50
"5591",51,31,42,33,33,1,28,31,9,47,10,33,35,21,51
"5592",48,33,33,31,39,1,31,33,7,53,10,43,32,22,48
"5593",48,34,46,34,26,1,30,33,9,58,8,29,30,24,57
"5594",46,31,41,30,32,1,35,36,8,64,10,35,32,24,53
"5595",40,25,41,28,31,5,32,31,7,48,11,33,28,21,51
"5596",55,40,36,33,38,2,23,28,5,53,11,37,25,18,52
"5597",42,27,43,29,32,3,29,31,8,55,14,31,33,21,50
"5598",47,29,28,27,36,4,32,29,9,53,10,48,29,24,64
"5599",44,29,41,33,37,1,30,31,8,62,13,42,27,20,53
"5600",44,28,47,36,36,13,29,32,8,50,12,45,26,24,54
"5601",51,34,39,31,32,5,27,33,9,49,10,38,27,22,57
"5602",46,41,34,28,38,9,31,28,8,47,7,44,30,22,46
"5603",47,41,33,31,36,1,28,36,7,50,8,34,37,24,49
"5604",55,36,34,34,30,2,35,30,6,56,10,37,32,21,52
"5605",54,30,38,30,44,1,34,32,8,50,9,39,30,22,55
"5606",50,32,35,28,31,5,30,31,9,57,12,36,30,22,52
"5607",52,25,39,37,40,1,30,30,8,40,8,44,27,19,49
"5608",44,47,35,38,28,2,34,34,13,55,12,38,31,20,55
"5609",49,39,35,35,38,1,39,32,12,48,12,34,28,25,48
"5610",44,41,38,24,35,1,28,31,7,50,8,35,25,24,51
"5611",48,33,37,31,40,3,31,30,8,50,11,31,33,19,48
"5612",50,27,33,32,29,1,28,29,10,55,13,39,29,22,54
"5613",54,24,37,32,40,2,30,39,7,58,14,44,26,24,53
"5614",43,34,39,26,27,11,37,35,8,54,9,38,27,27,49
"5615",52,35,40,35,33,1,32,34,10,47,12,48,31,19,60
"5616",49,40,44,31,34,1,32,30,10,52,13,37,29,20,48
"5617",43,30,44,38,33,6,31,35,8,51,12,37,30,22,45
"5618",50,33,37,32,38,2,34,29,9,63,11,45,39,19,59
"5619",50,34,50,30,38,2,28,35,6,52,10,33,34,22,49
"5620",44,30,36,34,32,1,32,29,7,48,12,39,32,20,55
"5621",42,35,42,27,29,1,29,31,10,52,15,38,29,21,51
"5622",58,30,40,29,31,3,33,30,8,54,14,38,25,25,57
"5623",44,30,38,32,40,1,32,30,6,61,14,40,26,18,48
"5624",43,25,41,28,39,2,41,32,13,48,12,40,36,24,53
"5625",40,26,42,31,39,1,35,26,9,53,12,38,30,20,58
"5626",47,39,33,31,33,5,34,29,9,54,12,26,28,22,57
"5627",49,32,37,30,24,1,34,30,13,55,11,42,31,20,56
"5628",46,28,43,29,32,5,36,32,8,50,11,44,30,23,48
"5629",49,33,31,32,33,1,34,31,7,60,11,36,39,17,52
"5630",48,35,31,29,40,1,28,31,7,52,12,32,34,20,65
"5631",58,32,34,39,37,1,30,26,10,53,11,36,27,24,54
"5632",51,34,34,26,42,4,28,34,8,53,9,35,35,18,53
"5633",48,34,36,26,38,1,34,33,10,57,12,40,29,22,61
"5634",45,37,38,29,32,7,27,26,7,55,10,48,32,22,55
"5635",41,38,35,27,32,2,34,32,6,52,13,44,35,20,62
"5636",43,33,32,29,29,2,30,36,7,44,16,33,32,15,48
"5637",52,27,33,30,28,2,35,31,8,49,8,46,27,24,55
"5638",46,36,29,30,30,1,34,31,10,48,11,44,30,20,58
"5639",43,32,45,36,36,7,32,33,11,49,14,37,31,20,49
"5640",47,38,35,32,33,1,29,27,7,52,17,44,32,19,55
"5641",40,28,40,30,35,4,27,29,8,50,11,38,28,21,63
"5642",48,27,32,36,35,5,26,38,8,46,8,44,33,19,52
"5643",52,33,47,27,40,1,32,39,7,55,9,42,29,24,55
"5644",42,32,30,29,31,1,28,26,10,52,14,38,34,21,50
"5645",42,28,31,35,38,1,30,33,8,56,10,29,34,21,59
"5646",43,30,35,31,43,3,36,31,6,57,12,42,29,20,56
"5647",47,27,40,31,43,1,29,36,8,53,10,42,27,25,54
"5648",38,44,46,26,29,2,29,34,11,59,9,43,30,22,54
"5649",41,29,41,31,38,1,28,32,8,58,8,30,27,19,53
"5650",47,30,45,36,30,2,33,33,10,49,9,39,30,17,55
"5651",58,23,32,28,31,1,30,29,7,49,9,39,23,19,53
"5652",47,38,38,28,35,3,27,29,9,56,12,43,37,22,68
"5653",45,31,29,26,29,4,31,30,11,51,9,42,31,21,53
"5654",43,32,44,32,37,1,30,36,7,52,8,47,26,19,52
"5655",55,32,32,37,33,1,33,36,6,52,11,41,29,18,53
"5656",46,35,33,28,32,9,31,34,11,53,7,46,26,19,57
"5657",53,29,35,28,39,3,28,28,9,50,10,40,32,24,58
"5658",49,39,45,35,41,3,28,33,9,47,15,48,31,21,54
"5659",45,31,33,33,23,1,33,29,7,47,18,52,34,26,52
"5660",49,33,40,31,34,1,35,31,7,50,10,39,28,19,54
"5661",52,40,37,38,37,7,30,26,10,46,11,32,31,21,51
"5662",43,34,33,33,35,4,30,30,7,52,10,37,31,25,52
"5663",46,33,37,33,40,3,27,33,9,53,10,41,27,25,57
"5664",49,23,46,26,38,3,31,28,10,54,11,31,36,24,52
"5665",52,26,26,28,39,2,28,29,9,67,9,31,30,21,45
"5666",49,32,34,29,29,3,31,35,10,53,11,52,33,18,57
"5667",50,48,40,34,34,7,25,34,10,50,14,44,30,23,57
"5668",60,31,31,29,41,1,31,33,7,58,11,37,32,24,48
"5669",42,35,37,35,43,1,28,23,7,56,8,47,30,25,52
"5670",42,32,34,38,31,2,35,31,11,55,10,44,26,21,56
"5671",46,30,46,34,35,1,30,36,9,54,10,43,31,25,40
"5672",45,30,29,23,35,3,32,25,11,51,10,34,29,24,55
"5673",44,33,44,27,32,3,27,33,10,54,12,50,30,22,55
"5674",44,32,32,36,25,2,33,31,8,50,10,44,30,21,58
"5675",45,25,47,32,36,1,34,29,6,55,11,43,33,21,62
"5676",53,27,29,32,31,3,32,37,6,50,10,40,36,21,49
"5677",46,34,34,32,33,4,32,30,8,61,9,48,33,23,56
"5678",41,34,41,26,29,2,31,29,9,54,8,46,31,18,50
"5679",49,33,36,28,34,3,28,31,9,59,14,36,27,26,55
"5680",43,27,40,28,37,1,32,27,7,53,16,43,30,23,49
"5681",51,32,38,28,35,1,33,33,11,51,13,42,28,21,56
"5682",45,34,39,25,33,1,32,31,9,52,13,41,31,25,53
