"","v Afghanistan","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"3335",44,34,42,28,30,1,37,29,9,57,9,37,30,19,52
"3336",46,34,53,29,31,1,31,32,8,56,9,47,37,28,54
"3337",48,35,37,32,33,2,29,30,10,56,11,35,33,19,50
"3338",46,34,40,29,34,1,27,28,5,49,10,38,37,20,52
"3339",43,27,38,29,45,6,32,32,7,55,10,45,29,21,52
"3340",53,35,42,38,25,1,31,34,8,55,9,47,34,24,48
"3341",50,29,37,28,26,1,30,36,9,54,12,45,29,19,56
"3342",53,34,38,33,35,4,30,32,9,47,10,44,28,17,45
"3343",45,27,42,32,37,4,30,30,8,53,9,52,30,23,55
"3344",54,30,39,32,37,1,29,36,12,55,12,41,27,18,56
"3345",44,33,31,32,35,3,30,31,7,53,9,43,33,20,56
"3346",45,36,36,24,33,1,41,27,10,55,8,38,33,21,64
"3347",48,34,32,26,32,1,33,29,8,49,13,36,31,24,53
"3348",55,29,40,30,34,1,28,31,9,53,10,41,27,21,57
"3349",52,44,45,30,32,1,35,37,12,51,9,39,32,20,50
"3350",44,36,52,28,27,2,33,28,10,57,11,35,34,22,56
"3351",46,34,33,35,45,1,28,35,12,55,10,41,30,22,54
"3352",53,31,39,31,36,4,30,30,10,58,11,35,27,25,48
"3353",48,32,36,34,32,4,30,29,10,62,8,41,30,20,50
"3354",42,29,34,31,37,1,31,33,9,46,8,48,27,19,57
"3355",48,25,37,26,36,5,32,31,10,46,9,42,31,23,51
"3356",47,30,27,25,34,1,36,32,7,52,10,36,28,21,60
"3357",40,28,36,31,32,1,27,33,9,60,11,41,30,22,55
"3358",41,37,38,31,34,1,34,34,10,51,8,39,27,20,52
"3359",42,32,39,28,24,1,26,27,8,50,14,49,34,20,52
"3360",45,28,34,30,37,7,26,34,9,52,10,38,35,20,53
"3361",48,35,48,31,30,6,24,31,8,48,9,38,27,18,53
"3362",52,39,27,30,44,1,34,30,8,55,12,41,31,24,56
"3363",48,38,42,33,27,7,29,30,9,45,10,42,24,22,52
"3364",46,31,35,34,34,1,33,32,7,63,16,49,29,23,50
"3365",48,32,36,24,31,3,29,32,10,46,8,35,34,28,56
"3366",45,44,38,31,33,4,28,33,10,58,12,46,35,23,51
"3367",51,27,40,31,39,9,33,35,8,53,15,38,28,22,53
"3368",51,37,38,30,33,1,31,29,8,55,9,46,30,19,53
"3369",56,29,37,26,31,1,32,37,10,60,9,47,30,22,55
"3370",49,37,36,29,34,6,33,28,8,55,11,36,35,20,49
"3371",44,29,42,28,33,5,28,29,8,54,10,45,29,23,62
"3372",47,31,38,27,34,1,32,28,8,46,11,39,29,21,51
"3373",56,38,41,26,29,1,32,32,7,52,14,44,29,24,50
"3374",48,32,39,28,38,1,32,35,9,51,8,36,27,19,49
"3375",52,26,33,33,27,6,27,34,7,50,10,41,33,27,58
"3376",47,34,39,34,32,2,28,31,8,53,13,44,30,20,55
"3377",49,37,42,29,40,9,34,26,11,45,13,44,30,25,53
"3378",43,33,31,28,27,1,33,33,8,49,10,51,30,19,61
"3379",49,33,39,28,27,1,32,33,10,51,14,47,26,24,54
"3380",50,26,36,30,40,12,38,33,9,57,12,33,38,16,49
"3381",48,29,39,32,33,2,28,40,12,48,7,47,30,20,50
"3382",48,33,38,34,31,1,26,32,9,54,10,39,34,21,50
"3383",45,44,52,27,31,1,36,25,7,48,13,51,30,20,54
"3384",39,30,44,32,27,1,33,31,10,60,14,43,32,26,47
"3385",50,36,35,30,27,1,34,32,8,58,15,37,26,17,49
"3386",49,32,38,36,26,3,36,36,9,56,12,38,32,21,53
"3387",42,28,36,30,34,1,32,30,7,52,13,37,36,23,47
"3388",51,43,44,30,37,2,29,36,7,66,12,45,29,20,50
"3389",51,29,37,29,39,1,34,35,11,56,15,39,28,21,53
"3390",45,29,39,31,33,9,28,28,6,59,9,35,34,19,54
"3391",44,24,36,26,27,2,24,31,6,53,8,39,36,23,55
"3392",50,33,33,31,26,1,31,28,10,54,11,43,38,20,52
"3393",46,31,36,33,33,1,24,30,9,53,9,42,27,24,57
"3394",46,34,40,33,25,3,33,31,10,53,11,39,32,23,55
"3395",53,33,43,36,38,1,31,33,11,51,11,33,37,22,56
"3396",48,27,35,34,34,2,36,29,9,51,13,51,29,24,46
"3397",44,32,37,31,40,10,34,29,7,63,10,44,32,21,52
"3398",48,31,33,35,29,1,23,27,8,54,12,42,35,24,47
"3399",49,46,40,31,33,1,28,26,9,55,7,53,33,18,55
"3400",51,35,46,30,36,1,29,37,5,59,9,40,30,28,51
"3401",53,26,35,31,31,4,29,28,9,56,11,36,33,20,52
"3402",50,36,32,28,33,2,30,30,7,55,13,30,31,17,45
"3403",48,31,37,24,26,3,31,35,9,52,9,41,31,21,49
"3404",47,32,31,34,28,1,31,34,8,50,11,35,26,21,50
"3405",48,36,41,27,35,3,27,32,12,52,10,39,28,24,60
"3406",44,31,24,33,44,1,34,26,8,58,14,35,33,24,55
"3407",52,40,33,33,32,1,27,30,7,69,7,40,31,20,54
"3408",42,31,33,30,38,3,32,29,9,55,8,50,34,22,56
"3409",46,32,35,30,34,3,28,28,8,47,9,39,33,24,49
"3410",50,29,36,28,31,1,31,32,10,54,9,46,23,21,45
"3411",52,36,45,38,39,1,33,26,11,56,11,34,28,20,56
"3412",47,35,35,29,40,2,34,27,8,55,11,41,33,21,50
"3413",39,38,33,34,31,3,32,33,9,50,10,34,32,21,56
"3414",45,40,38,28,37,5,33,29,8,53,9,56,32,24,54
"3415",50,31,41,32,32,1,31,34,8,50,13,41,30,17,55
"3416",53,33,43,33,41,3,29,32,6,50,11,43,35,22,55
"3417",50,29,45,26,28,1,32,26,11,51,11,42,32,19,59
"3418",45,25,36,34,29,1,31,32,9,47,8,33,29,21,57
"3419",45,38,42,27,33,2,24,28,7,48,12,29,30,22,55
"3420",48,38,36,29,43,1,29,28,9,50,17,40,34,17,53
"3421",44,29,37,27,33,3,38,27,10,52,8,30,38,20,47
"3422",49,41,48,30,32,1,24,35,7,49,13,40,27,23,64
"3423",41,25,44,35,37,3,28,30,9,48,13,43,33,23,56
"3424",42,30,44,32,28,7,33,27,12,51,9,46,34,19,58
"3425",50,32,29,31,32,2,30,25,10,50,10,34,35,20,59
"3426",50,24,53,28,26,3,33,36,9,50,13,46,34,22,54
"3427",44,30,36,28,35,2,31,32,8,49,14,40,25,22,52
"3428",49,32,39,26,35,4,25,31,8,55,11,51,32,19,50
"3429",47,30,30,27,38,2,32,32,6,46,11,37,27,25,52
"3430",49,29,40,32,26,1,29,31,10,55,10,50,29,17,51
"3431",40,31,37,34,30,4,32,28,7,55,12,39,27,24,53
"3432",42,28,34,38,29,2,32,29,9,45,11,43,30,25,53
"3433",54,27,30,32,32,1,31,30,9,56,8,40,28,19,51
"3434",44,33,33,31,36,1,29,31,9,52,11,54,29,17,52
"3435",49,40,35,33,45,1,32,26,10,50,10,38,33,20,58
"3436",47,36,48,35,34,2,35,36,8,51,8,42,35,21,49
"3437",56,36,40,29,35,4,26,35,10,51,12,38,27,23,52
"3438",43,34,36,26,30,5,29,29,7,52,9,34,34,18,48
"3439",43,38,33,30,38,1,32,32,9,50,11,47,25,26,63
"3440",40,23,38,25,34,1,29,33,11,47,11,32,32,23,57
"3441",46,37,45,35,35,1,28,29,10,50,7,50,32,23,54
"3442",49,38,34,31,32,2,30,28,10,56,12,38,31,20,53
"3443",51,29,43,32,32,2,35,39,9,48,12,40,31,20,55
"3444",48,33,39,35,34,3,33,29,8,57,11,39,28,24,59
"3445",48,31,38,30,34,1,30,30,12,57,13,44,29,23,53
"3446",49,36,36,31,28,4,34,38,10,52,12,41,31,19,59
"3447",49,30,37,32,37,1,29,33,8,55,10,34,33,23,52
"3448",42,29,34,35,34,1,30,33,9,53,10,42,34,21,64
"3449",46,26,36,32,31,1,29,25,8,56,8,36,29,25,52
"3450",49,35,39,33,31,1,31,29,7,53,11,48,33,21,54
"3451",49,36,45,32,35,6,29,31,8,55,11,31,29,23,49
"3452",53,38,38,32,33,1,28,24,9,50,9,39,40,27,55
"3453",50,37,43,31,21,1,30,29,9,56,9,49,31,18,49
"3454",50,35,36,30,37,2,35,29,7,60,10,31,31,25,49
"3455",47,42,39,30,25,3,31,29,8,55,8,44,36,21,52
"3456",53,38,43,29,23,3,34,30,10,52,12,50,27,21,48
"3457",48,31,36,32,29,2,34,34,10,61,10,42,37,20,53
"3458",50,32,46,33,28,2,34,35,10,53,11,27,26,24,51
"3459",44,43,33,30,34,3,28,35,10,47,13,46,41,18,63
"3460",38,35,35,33,30,4,32,33,10,49,11,28,30,23,57
"3461",42,27,33,29,34,1,23,31,7,54,11,36,35,23,48
"3462",63,35,43,30,28,1,26,33,10,47,10,41,33,19,52
"3463",51,30,35,34,28,2,29,37,8,59,11,37,34,20,56
"3464",48,31,37,26,39,1,30,27,7,49,11,44,34,24,48
"3465",48,29,34,30,26,1,38,30,10,62,11,45,31,28,61
"3466",46,35,37,38,28,1,39,28,8,52,14,48,32,20,47
"3467",52,26,41,34,44,1,30,30,11,57,12,38,34,19,50
"3468",52,29,34,29,33,1,31,27,8,54,11,43,30,17,57
"3469",52,32,36,34,42,4,27,37,10,51,11,37,28,21,58
"3470",48,43,34,27,34,1,34,33,13,46,10,44,34,26,53
"3471",49,37,29,25,36,2,30,32,10,57,8,48,30,21,49
"3472",46,53,36,31,36,1,29,36,7,58,10,47,27,20,53
"3473",52,33,36,32,38,1,29,32,7,49,11,42,30,21,48
"3474",41,28,42,27,42,1,33,28,8,50,10,38,32,23,57
"3475",43,45,40,31,39,3,38,35,9,52,11,34,35,19,60
"3476",48,35,30,33,34,1,31,29,6,55,7,41,27,25,50
"3477",47,26,39,29,38,1,30,28,14,54,9,43,32,21,51
"3478",46,39,33,38,33,1,30,36,8,53,13,39,35,20,49
"3479",50,34,35,31,33,4,37,32,9,54,10,31,34,23,49
"3480",53,34,38,30,31,1,27,34,9,54,9,49,27,18,58
"3481",45,35,33,30,39,4,27,28,10,57,10,30,29,23,53
"3482",43,31,44,30,20,1,35,29,7,58,13,44,30,20,60
"3483",41,33,34,30,34,1,34,30,8,45,11,35,28,26,57
"3484",44,28,45,30,36,5,33,29,12,50,12,29,27,26,49
"3485",49,36,37,31,28,2,30,26,8,48,10,39,28,24,61
"3486",49,40,33,27,37,3,28,30,10,51,8,38,31,25,53
"3487",41,35,29,32,35,1,29,33,9,55,9,48,29,23,44
"3488",40,31,35,27,25,4,37,33,8,54,8,34,34,20,53
"3489",50,44,36,30,43,1,31,31,9,48,12,44,33,20,57
"3490",45,30,45,30,37,2,30,28,10,66,9,42,36,24,61
"3491",37,36,43,27,28,1,33,30,11,54,10,39,32,18,52
"3492",43,35,39,31,32,1,31,33,7,45,11,41,34,18,57
"3493",48,35,36,29,40,6,36,31,9,55,9,50,33,24,50
"3494",54,29,35,29,30,1,30,36,8,57,9,47,35,22,54
"3495",47,34,42,31,38,1,37,32,8,51,11,47,32,23,53
"3496",46,24,44,32,34,2,27,29,10,52,11,35,36,21,49
"3497",42,36,42,37,21,3,29,36,7,49,12,41,44,31,54
"3498",45,34,37,31,39,1,29,30,7,61,11,38,33,23,52
"3499",47,43,35,28,36,2,28,34,7,54,10,32,32,20,59
"3500",46,39,35,24,28,1,31,27,12,50,11,45,32,21,55
"3501",50,38,32,27,32,2,27,32,9,60,9,35,28,16,56
"3502",38,23,43,35,32,7,37,32,8,43,14,35,30,24,52
"3503",48,25,39,34,30,1,34,33,9,52,9,41,35,20,52
"3504",47,32,39,28,29,4,32,33,9,49,10,42,30,23,50
"3505",49,24,40,33,54,1,31,32,11,56,14,44,33,21,60
"3506",39,22,39,32,32,3,25,34,7,51,8,45,28,27,61
"3507",42,35,38,33,43,1,34,29,6,62,10,37,29,24,52
"3508",48,36,36,31,40,8,29,28,9,53,11,42,29,20,59
"3509",47,29,38,27,30,1,29,29,7,59,7,36,33,25,54
"3510",50,33,46,28,33,2,35,33,8,54,11,40,30,22,52
"3511",55,38,47,25,35,1,27,31,9,51,13,43,30,23,49
"3512",50,32,31,31,28,1,30,40,13,58,8,42,33,22,44
"3513",44,36,40,38,34,1,26,28,8,59,12,43,33,19,59
"3514",48,37,41,37,31,17,38,32,10,49,10,44,35,21,62
"3515",44,25,38,30,32,1,32,35,10,48,10,29,31,25,57
"3516",45,32,36,34,35,1,29,31,7,55,13,39,34,26,51
"3517",47,40,36,32,34,2,31,30,10,54,16,35,30,26,58
"3518",46,32,43,32,23,1,28,27,7,59,9,38,32,22,52
"3519",51,32,43,34,36,1,27,31,7,53,7,36,27,21,53
"3520",44,27,40,34,27,1,29,35,6,54,9,39,32,20,59
"3521",55,43,34,31,35,1,28,35,10,48,10,34,34,20,63
"3522",51,31,33,34,35,2,31,36,9,59,9,42,25,18,61
"3523",48,38,43,32,29,1,32,36,9,54,13,44,32,20,55
"3524",50,30,38,26,24,3,30,29,7,56,10,47,28,21,49
"3525",47,28,30,29,34,1,24,34,6,57,13,39,29,24,59
"3526",53,46,43,31,30,1,32,25,8,64,11,40,31,21,52
"3527",53,44,37,36,32,1,29,32,11,51,13,44,32,25,53
"3528",49,23,36,32,28,1,32,35,8,52,12,42,30,23,50
"3529",46,34,33,27,36,2,24,31,8,52,13,37,31,28,50
"3530",45,29,33,32,32,4,29,34,7,48,12,46,30,24,49
"3531",48,31,51,38,45,4,32,28,9,46,12,48,36,20,52
"3532",46,27,34,39,33,11,27,32,10,57,10,42,34,19,53
"3533",49,34,38,30,37,2,33,33,9,54,9,35,31,28,56
"3534",46,29,41,35,45,1,33,37,8,48,8,47,30,23,53
"3535",51,28,41,31,35,1,34,30,11,53,11,29,36,21,63
"3536",43,29,39,28,33,4,31,41,11,50,11,33,28,24,54
"3537",39,26,39,32,40,1,25,30,10,58,9,50,35,15,50
"3538",55,38,49,27,34,2,32,41,9,66,8,39,31,21,53
"3539",53,34,37,36,33,3,29,31,8,66,9,32,31,18,56
"3540",43,29,44,32,43,4,27,36,11,44,9,46,33,25,53
"3541",44,36,38,28,43,3,29,23,10,52,13,49,44,26,54
"3542",44,23,31,31,27,2,29,30,10,53,10,38,30,24,58
"3543",48,25,44,31,38,1,29,34,7,50,12,42,34,21,56
"3544",48,26,43,30,37,2,28,37,10,47,13,35,28,21,54
"3545",48,32,44,30,26,1,28,28,9,50,13,36,33,20,51
"3546",41,24,31,29,31,7,37,33,7,50,9,46,28,23,60
"3547",41,29,51,35,34,7,29,32,10,43,10,41,30,22,54
"3548",47,35,38,31,35,1,31,31,8,52,13,42,32,17,45
"3549",52,37,42,30,27,2,33,29,8,46,15,45,31,18,59
"3550",44,36,36,36,33,1,29,36,8,53,10,47,35,29,47
"3551",43,32,29,31,26,1,40,33,6,55,9,44,33,25,58
"3552",51,33,40,30,34,3,32,33,6,58,14,38,30,22,59
"3553",46,33,34,29,29,3,34,34,9,50,11,38,32,25,47
"3554",44,31,39,34,26,1,29,32,11,49,15,43,32,24,50
"3555",48,30,30,30,35,3,32,31,10,44,11,42,32,22,56
"3556",44,31,42,34,37,6,34,32,7,56,10,45,33,24,52
"3557",49,39,39,30,27,2,33,31,9,57,12,39,33,18,59
"3558",44,31,45,29,31,6,31,30,11,54,13,40,34,19,53
"3559",50,27,25,25,41,1,32,31,8,59,14,37,38,28,60
"3560",44,30,50,31,35,1,33,28,9,48,9,39,37,19,61
"3561",45,40,39,30,29,4,32,30,10,55,11,46,28,21,52
"3562",40,30,36,33,34,1,24,30,7,57,10,50,34,26,53
"3563",53,27,35,34,33,2,35,35,7,49,12,42,33,22,49
"3564",44,37,42,28,42,4,32,30,9,56,9,37,34,21,48
"3565",44,35,40,35,27,3,29,31,6,55,11,37,37,23,56
"3566",48,30,38,28,38,2,30,26,9,55,11,44,26,21,55
"3567",43,35,38,30,28,2,29,31,8,62,12,43,27,20,54
"3568",50,24,30,33,27,2,27,35,7,49,13,39,29,23,55
"3569",41,39,35,32,29,1,34,35,9,60,13,46,32,22,57
"3570",43,33,26,29,42,1,33,29,7,45,11,45,34,22,48
"3571",52,28,38,31,35,1,33,30,9,55,8,44,37,21,48
"3572",47,25,27,30,40,2,36,30,9,53,10,45,33,21,53
"3573",46,27,29,35,37,1,33,29,7,49,8,37,31,21,51
"3574",39,29,28,38,30,1,36,29,8,55,14,37,32,25,54
"3575",47,31,30,32,31,1,31,32,8,43,10,42,30,19,56
"3576",51,34,38,25,53,2,29,35,10,49,8,38,29,25,57
"3577",44,35,32,33,27,3,35,36,10,54,12,43,30,25,58
"3578",56,31,40,30,35,1,34,32,9,49,12,41,30,22,50
"3579",46,18,35,29,41,1,28,31,9,51,9,31,32,22,53
"3580",47,38,41,21,40,4,29,30,6,53,12,45,26,26,51
"3581",51,27,36,33,39,1,34,31,10,52,6,48,34,19,51
"3582",46,25,44,33,33,1,30,31,7,49,12,37,33,20,50
"3583",43,37,38,31,25,4,28,32,6,52,16,56,36,22,52
"3584",46,35,37,29,29,8,39,23,9,53,10,45,33,21,47
"3585",43,29,35,27,38,1,31,30,6,54,8,42,37,19,49
"3586",51,39,39,33,39,1,30,30,8,51,10,48,28,20,57
"3587",49,30,39,32,41,2,29,31,9,53,10,36,31,19,57
"3588",48,30,34,37,29,6,31,37,7,61,12,41,28,26,53
"3589",45,30,40,34,37,1,36,29,4,54,9,48,28,20,53
"3590",42,36,31,32,25,2,33,29,8,53,13,28,30,21,50
"3591",52,29,42,33,41,5,38,35,10,56,12,38,31,21,56
"3592",49,34,45,31,30,1,36,27,12,48,12,47,27,23,55
"3593",42,44,29,36,32,1,33,36,9,51,10,36,31,25,55
"3594",47,42,34,34,33,5,30,32,11,55,9,44,33,19,50
"3595",48,34,48,31,39,1,33,28,7,44,10,38,29,20,54
"3596",51,32,38,28,43,8,28,32,10,49,11,38,33,23,57
"3597",50,25,45,30,29,1,29,35,9,59,9,43,37,16,59
"3598",49,33,37,27,37,1,24,32,9,51,12,45,29,22,53
"3599",47,32,34,28,35,3,29,26,7,49,9,35,31,20,52
"3600",40,33,40,27,38,1,32,34,8,48,8,39,40,20,59
"3601",45,29,35,28,37,5,32,27,8,51,11,42,30,21,55
"3602",48,39,41,35,35,1,27,31,10,58,7,30,34,19,54
"3603",49,34,30,32,30,1,32,28,8,52,8,49,33,25,54
"3604",50,32,42,32,41,2,34,28,8,45,9,46,29,24,52
"3605",45,34,39,33,30,2,29,29,8,58,11,45,33,26,54
"3606",56,34,37,32,35,3,33,36,8,55,13,35,32,22,55
"3607",50,30,38,35,27,10,35,31,7,59,11,35,36,21,55
"3608",45,42,33,36,37,2,32,33,8,56,11,38,37,18,55
"3609",51,39,35,30,33,3,30,39,8,46,9,36,32,26,52
"3610",53,25,42,32,31,1,33,26,8,52,11,42,25,19,57
"3611",49,31,44,32,27,3,32,30,8,55,10,50,34,28,63
"3612",52,41,41,28,31,2,37,35,9,57,11,45,33,22,60
"3613",46,38,35,26,44,1,38,33,8,50,12,42,34,24,55
"3614",43,35,40,27,30,1,34,28,8,52,7,36,30,20,56
"3615",43,37,34,35,32,5,40,33,7,53,11,34,29,21,58
"3616",49,25,31,35,31,4,30,35,9,51,10,36,31,28,60
"3617",43,35,46,31,31,1,37,28,6,55,11,44,29,21,50
"3618",44,27,27,31,31,5,36,23,12,50,8,44,38,22,51
"3619",40,27,39,35,36,1,34,30,6,55,12,37,28,18,54
"3620",55,33,39,29,31,2,28,30,8,47,10,38,28,16,51
"3621",55,28,35,28,37,2,32,30,8,57,9,47,30,22,46
"3622",53,28,41,29,32,1,34,31,8,50,12,44,31,22,47
"3623",49,37,33,29,30,1,34,30,9,54,10,42,29,22,50
"3624",50,34,41,28,31,2,31,32,8,57,12,39,27,17,47
"3625",46,26,36,31,36,2,32,34,8,56,12,47,28,22,46
"3626",49,36,35,35,27,1,28,32,9,54,11,38,31,24,50
"3627",39,31,38,32,35,1,28,32,10,57,10,31,28,20,50
"3628",45,29,29,32,33,3,30,31,11,57,14,45,40,19,53
"3629",47,47,33,31,32,1,31,33,8,52,11,45,33,24,54
"3630",47,33,38,31,40,1,32,29,8,54,11,42,32,23,60
"3631",51,39,51,35,36,3,33,31,10,53,12,32,33,17,55
"3632",40,32,45,31,28,2,33,32,7,50,14,43,29,23,49
"3633",48,32,44,29,42,1,26,32,11,51,12,33,26,17,53
"3634",47,34,37,28,37,1,32,29,8,51,11,40,34,20,46
"3635",52,25,36,31,30,7,30,27,10,51,12,36,31,26,54
"3636",43,40,44,30,41,1,37,27,9,51,10,43,26,20,50
"3637",50,33,28,28,35,3,34,32,7,52,10,38,33,21,56
"3638",37,37,33,27,33,5,32,27,11,51,12,45,32,21,49
"3639",41,21,32,36,35,1,30,35,8,48,10,43,38,23,52
"3640",47,28,35,30,28,1,32,29,10,52,9,35,30,20,56
"3641",50,44,34,27,30,1,31,33,9,51,14,40,34,26,57
"3642",41,32,35,31,25,1,35,34,6,53,12,37,30,20,52
"3643",43,47,34,28,38,6,36,26,10,54,9,35,29,19,51
"3644",41,37,42,32,36,1,35,30,8,61,11,39,33,23,52
"3645",49,31,45,34,31,3,24,26,7,58,10,43,32,22,51
"3646",47,37,55,36,37,1,30,31,8,54,8,38,29,25,59
"3647",45,36,34,30,27,2,38,28,8,61,9,37,30,26,51
"3648",46,25,41,31,32,5,33,33,11,54,14,43,31,20,51
"3649",45,33,38,31,31,3,37,34,9,57,12,36,31,25,55
"3650",50,32,32,30,35,2,27,33,7,53,16,43,40,19,58
"3651",44,40,40,29,38,2,36,27,6,55,10,40,30,23,53
"3652",39,36,34,30,38,7,38,26,7,50,15,42,35,26,49
"3653",58,28,35,29,42,1,30,28,8,53,10,37,28,24,54
"3654",49,39,40,32,41,6,33,29,9,51,10,42,30,26,48
"3655",48,32,40,29,29,1,38,25,6,55,13,47,28,29,54
"3656",51,29,43,34,34,2,26,28,8,54,11,39,34,23,52
"3657",50,29,32,32,31,1,28,31,6,60,14,44,28,27,58
"3658",48,28,39,32,28,1,36,27,9,50,9,55,26,19,48
"3659",46,29,36,28,33,1,32,34,8,53,11,47,31,25,56
"3660",52,43,33,32,29,1,29,32,7,53,12,41,30,20,59
"3661",48,26,42,37,31,8,34,29,8,45,11,41,29,24,52
"3662",43,24,31,33,39,1,32,26,9,49,10,38,29,20,51
"3663",47,31,37,30,33,3,35,36,9,51,9,36,34,23,68
"3664",47,33,36,33,32,6,33,35,6,59,10,43,27,24,55
"3665",49,30,38,32,35,2,35,34,8,49,8,40,30,22,50
"3666",42,30,35,30,38,1,30,35,11,50,9,41,30,24,62
"3667",39,31,37,28,29,5,33,29,8,48,10,37,29,22,70
"3668",43,24,32,35,31,1,34,27,10,49,13,32,37,24,55
"3669",41,35,41,26,39,1,27,27,7,51,10,45,29,21,44
"3670",56,26,35,27,35,2,31,24,8,52,11,40,28,25,59
"3671",39,33,44,33,33,1,28,40,9,51,11,43,32,26,53
"3672",48,38,35,27,33,1,28,31,9,57,10,57,32,23,50
"3673",54,35,40,31,39,1,33,27,7,49,11,37,34,24,52
"3674",49,35,41,27,35,2,31,26,10,53,13,38,29,26,52
"3675",53,35,31,30,38,12,31,26,10,51,11,54,34,21,52
"3676",47,34,34,27,33,1,36,35,7,62,13,48,32,22,48
"3677",45,30,43,33,38,1,31,33,8,48,11,42,27,19,55
"3678",52,39,33,25,40,1,36,33,7,53,14,40,29,19,59
"3679",49,29,41,28,34,3,28,30,10,54,12,46,32,20,55
"3680",44,31,39,32,34,1,28,29,12,57,10,46,25,26,54
"3681",48,32,28,31,40,3,34,26,9,49,12,42,33,20,49
"3682",38,33,36,36,48,1,33,33,8,49,13,41,34,26,49
"3683",48,24,47,33,34,3,31,27,8,49,10,40,34,20,58
"3684",47,25,28,30,35,2,26,26,10,55,12,48,27,19,46
"3685",44,35,35,28,38,1,32,29,9,57,13,37,31,22,55
"3686",52,19,32,33,28,6,28,27,5,54,13,42,35,21,59
"3687",51,45,36,30,43,1,33,27,10,58,7,35,33,21,55
"3688",51,25,34,32,27,1,26,29,10,50,10,48,34,24,52
"3689",46,28,28,30,26,3,28,31,8,51,10,29,32,18,58
"3690",48,32,34,29,44,6,28,33,7,51,9,44,30,21,52
"3691",48,36,45,31,29,1,30,32,9,63,12,37,35,23,48
"3692",48,34,37,33,36,4,34,33,8,55,11,42,32,22,58
"3693",46,42,31,33,39,1,38,28,7,52,14,44,32,21,58
"3694",54,23,46,32,40,2,29,25,7,54,9,33,32,18,51
"3695",47,29,34,33,30,8,34,34,9,48,12,37,28,19,51
"3696",48,31,33,35,31,1,38,29,10,52,10,36,29,23,48
"3697",43,33,35,37,38,1,35,35,9,52,9,40,27,20,56
"3698",52,32,38,32,36,6,31,37,10,57,10,46,31,27,57
"3699",48,31,29,31,37,8,33,30,10,63,11,47,36,20,46
"3700",51,19,36,34,33,2,32,33,8,56,8,40,30,24,48
"3701",51,36,36,31,34,2,30,27,10,48,9,43,33,24,58
"3702",50,27,34,33,31,7,33,32,8,44,10,53,35,26,55
"3703",50,37,34,29,32,3,30,34,12,58,11,55,39,21,57
"3704",45,33,36,33,33,1,28,26,8,50,12,46,34,23,52
"3705",48,30,50,33,31,2,34,31,9,56,12,41,31,24,49
"3706",49,30,44,30,36,2,26,39,7,53,10,42,33,20,62
"3707",48,26,30,27,36,2,26,31,10,53,11,44,33,23,50
"3708",49,38,48,30,44,4,33,34,7,52,12,38,28,25,51
"3709",40,37,42,32,39,3,33,35,10,54,8,43,30,20,56
"3710",52,28,44,31,24,1,31,35,7,57,7,38,29,22,48
"3711",43,48,28,31,34,1,31,34,10,53,9,36,31,19,46
"3712",48,34,48,32,38,2,33,34,9,59,10,43,24,20,57
"3713",46,32,38,30,32,2,34,35,9,53,9,39,28,21,54
"3714",45,32,33,32,35,4,29,32,7,61,9,49,26,23,54
"3715",48,34,40,32,44,4,29,31,8,61,7,41,29,18,54
"3716",45,41,42,24,32,1,35,30,7,50,10,33,31,20,51
"3717",39,31,37,31,26,3,33,30,9,59,12,43,35,24,56
"3718",41,27,45,31,41,3,32,33,8,56,16,44,29,21,51
"3719",45,30,43,35,30,1,35,40,9,50,10,34,37,25,54
"3720",43,35,34,40,34,10,30,31,8,61,8,41,26,23,53
"3721",44,39,32,31,29,1,34,34,11,50,8,39,32,22,52
"3722",43,29,43,28,34,1,26,38,9,53,10,42,34,23,52
"3723",47,38,38,33,35,1,33,33,10,56,15,40,37,22,54
"3724",43,28,32,30,37,12,34,30,6,47,9,35,28,19,53
"3725",52,29,32,33,35,3,32,30,10,49,8,34,34,24,48
"3726",49,41,35,29,33,1,29,34,10,49,10,39,36,26,50
"3727",42,37,38,29,42,2,30,33,11,56,10,51,31,18,53
"3728",50,32,32,35,36,2,31,37,9,58,7,51,29,20,56
"3729",51,30,31,29,32,1,28,27,8,50,7,33,27,21,53
"3730",48,22,38,32,30,2,34,33,8,56,8,48,33,21,59
"3731",40,28,40,30,33,3,30,35,6,59,13,40,33,20,51
"3732",56,33,40,30,32,2,34,31,14,49,10,34,26,16,55
"3733",44,36,39,24,34,2,31,32,8,51,12,39,34,21,48
"3734",44,30,38,32,41,3,33,35,11,49,11,37,26,22,52
"3735",41,40,37,32,40,1,25,34,7,50,9,38,33,20,55
"3736",37,37,40,37,32,1,34,35,11,56,10,36,38,24,63
"3737",49,41,40,33,35,4,31,31,11,52,11,48,28,19,54
"3738",48,41,36,31,39,1,30,30,7,54,12,33,33,20,53
"3739",40,23,40,34,44,2,33,32,9,50,10,37,32,22,57
"3740",50,30,44,35,36,1,33,34,11,58,12,38,32,16,49
"3741",53,33,42,29,28,5,36,33,7,49,12,42,31,27,56
"3742",50,29,46,35,36,1,32,31,7,56,10,39,33,26,57
